 	un	forno	che	fa	buon	pane	</S>
è	0.142529035	0.14253279	0.14255941	0.14303803	0.14259613	0.1426308	0.144113815
n	0.142502698333	0.142507073333	0.14253743	0.143059146667	0.142605133333	0.142614853333	0.144173668333
a	0.141666876111	0.141678967778	0.141831526667	0.144807882222	0.142254631111	0.142342164444	0.145417939444
f	0.135978178704	0.136490152593	0.138999628889	0.161760910741	0.141423383704	0.139379034815	0.145968679815
ù	0.130417862901	0.131091757531	0.134306396296	0.161821746914	0.138136717901	0.135208451605	0.169017049938
r	0.100683420967	0.12583930751	0.146343168765	0.167565715638	0.107594012634	0.141732877202	0.210241509979
n	0.0917490803223	0.125078140837	0.151349572922	0.169988435213	0.097643580878	0.144388129067	0.21980308666
o	0.105487130107	0.116721961946	0.126565100974	0.158331531738	0.108807516959	0.136258876356	0.247827908887
k	0.090792635369	0.0970290023153	0.108982516991	0.187673543913	0.0992188469863	0.121774432119	0.294529059629
a	0.0631636187897	0.0676987181051	0.080148329997	0.167207127971	0.0776268903288	0.093030677373	0.451124686543
i	0.0317269862632	0.033501397935	0.0438135986657	0.139439502657	0.0687667234429	0.0962336091243	0.586518215514
k	0.0194492754211	0.020810620545	0.0393039895552	0.225065990886	0.108115737814	0.119836116375	0.467418281838
à	0.015942262807	0.017097136015	0.0342742358517	0.216095050295	0.116850535938	0.105899658792	0.493841117279
n	0.00928739760233	0.0102603362717	0.0185575019506	0.102595504765	0.0695309699793	0.065754447264	0.724013839093
n	0.00615222320078	0.0074700133239	0.0132836726502	0.0702692779217	0.0359098746598	0.0549344167547	0.811980526364
i	0.00451647090026	0.0055672026413	0.00944512011673	0.0505510661739	0.0281316745533	0.0909868622516	0.810801622121
t	0.00222190344675	0.0037705099471	0.00790720460558	0.0700008005913	0.0334362535178	0.161857604084	0.720805740707
s	0.00125459087892	0.0035961449157	0.00986545586853	0.0841780035304	0.0316900585059	0.359519401361	0.509896333569
o	0.000634576996307	0.0021505423319	0.00651229006284	0.0389212364435	0.064381584502	0.403873873787	0.48352588119
m	0.000234520454436	0.000784253883967	0.00244499102761	0.0170551167478	0.0849022981673	0.421030884596	0.473547950397
ì	8.8196069812e-05	0.000302963636322	0.00104169487254	0.0096828932826	0.0889697160558	0.579159348199	0.320755223466
k	3.7259119604e-05	0.000137652822441	0.000528760970847	0.00598672172753	0.0853125210186	0.6724951494	0.235501947822
a	1.8601174868e-05	7.3042732147e-05	0.000338582640282	0.00692873750918	0.16817054934	0.6472971298	0.177173349274
l	1.98037686227e-05	7.1654860049e-05	0.000616749780094	0.0104022675031	0.194509450113	0.5200169566	0.274363109758
ò	2.80756452076e-05	0.000102486926683	0.000815913413365	0.016255006501	0.100818687038	0.5244999522	0.357479886586
</S>	2.91930226038e-05	0.000104798763342	0.000618380486683	0.0193466637505	0.091094538519	0.5721511261	0.316655318293
