 	vuole	andare	a	Lecce	</S>
i	0.198379975	0.20102535	0.19949574	0.19736377	0.20373519
t	0.192078781667	0.20006911	0.19814041	0.19288777	0.216823963333
è	0.175789783889	0.18576555	0.181709496667	0.176438703333	0.280296504444
l	0.130972376296	0.19910742	0.196294138889	0.161678247778	0.311947818148
i	0.120374777099	0.211789593333	0.199556036296	0.153264069259	0.315015526049
n	0.1321469757	0.198820661111	0.180109318765	0.15811289642	0.330810178683
a	0.121537775233	0.192902313704	0.166255702922	0.146269595473	0.373034602894
p	0.0927729307443	0.162905917901	0.178989767641	0.176559671824	0.388771674298
à	0.0595990779148	0.118113245967	0.166061282547	0.192759728941	0.463466638099
i	0.0425730976383	0.0754921186557	0.104301134182	0.166960764647	0.610672866033
L	0.0197937196128	0.0478199802186	0.0907000597273	0.227896871549	0.613789342011
u	0.00826448920427	0.0284413584062	0.134960261576	0.21890324885	0.609430614004
p	0.00457634900142	0.0266376348021	0.150961173859	0.18143902795	0.636385804668
p	0.00328033360047	0.0273010366007	0.239101357953	0.166333259317	0.563984011556
ì	0.00152470380016	0.0128862732002	0.437620302651	0.098328674439	0.449640040519
u	0.000635037933387	0.0062730201334	0.426634344217	0.050033024813	0.516424560173
n	0.00407131864446	0.0159310547778	0.263482014739	0.094597630271	0.621917990058
a	0.00519304224482	0.0199270053593	0.215057698246	0.11388147209	0.645940813353
</S>	0.00262337216741	0.0119166393296	0.235370339123	0.071855974045	0.678233706677
