 	mio	padre	ha	lavorato	sempre	</S>
o	0.16577736	0.165774845	0.16612085	0.168460065	0.166058895	0.167807965
c	0.16187565	0.161798221667	0.164476053333	0.184209695	0.163036225	0.164604141667
i	0.159668723333	0.159632950556	0.163604864444	0.193393378333	0.161274021667	0.162426063889
ù	0.156147584444	0.155711373519	0.161825394815	0.208383059444	0.158012463889	0.15992012463
r	0.149851094815	0.149211454506	0.157831741605	0.204197159815	0.159069921296	0.179838604877
i	0.151175171605	0.151096424835	0.157831943868	0.172942606605	0.162242293765	0.204711541626
m	0.145938557202	0.145581201612	0.155782331289	0.197994755535	0.156116684588	0.198586460542
m	0.146478949067	0.146043910537	0.156229783763	0.208142585178	0.156133704863	0.186971076847
u	0.136085969689	0.137931494846	0.159220014588	0.162165316726	0.146160259954	0.258436978949
è	0.125711676563	0.126254979615	0.155289874863	0.170702973909	0.136658701651	0.285381836316
p	0.134456178854	0.129101343205	0.150227954954	0.238775604636	0.138150437217	0.209288502105
o	0.116952727618	0.111240971068	0.141467598318	0.321816921545	0.125748495739	0.182773297368
l	0.081836757206	0.0785718370227	0.137753456106	0.356490067182	0.13128990858	0.214058015789
e	0.057247893402	0.0559522816742	0.121666643702	0.297864032394	0.124465209527	0.342803958596
m	0.044927493134	0.0438719265581	0.114389646234	0.260099270798	0.128855789842	0.407855879532
i	0.0311999000447	0.0302145568527	0.107627928745	0.247570500266	0.148130456614	0.435256686511
m	0.0193860790149	0.0193888176176	0.0893796112483	0.201970576755	0.169011215538	0.500863728837
m	0.020818616005	0.0222181158725	0.0852854887494	0.149406172252	0.157107098513	0.565164519612
è	0.0203339560017	0.0236015882908	0.0656462069165	0.0932722607507	0.106936756171	0.690209233204
n	0.0241085873339	0.0258541907636	0.0529550663055	0.0918458202502	0.14921300539	0.656023327735
a	0.0227464203113	0.0239125686879	0.0388498962685	0.0824760960834	0.150580063463	0.681434942578
p	0.0121678663038	0.015577663996	0.0335908649228	0.0655472480278	0.189885402821	0.683230937526
à	0.0085753858346	0.012409322132	0.0708557303076	0.0896389360093	0.287418054274	0.531102549175
n	0.0039033314782	0.007032222844	0.0767835751025	0.0735123420031	0.335555171425	0.503213339725
t	0.0021657204594	0.00450136701467	0.0441451290342	0.0597480553344	0.366793443808	0.522646256575
a	0.0012167223498	0.00371250640489	0.0244690733447	0.0548717844448	0.402860297936	0.512869568858
</S>	0.0007272657199	0.00464894770245	0.0177749286723	0.0438491842224	0.449024923968	0.483974709429
