 	che	non	li	aspettiamo	</S>
n	0.199057435	0.19904199	0.202140135	0.19976365	0.19999673
a	0.190532995	0.190133826667	0.223400221667	0.1996621	0.19627081
m	0.147850565	0.147455530556	0.362027797222	0.179876733333	0.162789346667
i	0.104122657	0.104020868519	0.520581765741	0.148503093111	0.122771592222
t	0.074000089	0.0734330248397	0.580813555247	0.160025943037	0.111727362074
u	0.0540604783333	0.0492919436132	0.647448905082	0.148856507679	0.100342168691
s	0.0422720191111	0.0364607545377	0.568588515027	0.17417657256	0.17850217623
m	0.0256713627037	0.0253241765126	0.325717663342	0.28784921752	0.33543760541
ì	0.0159148272346	0.0174135806709	0.163263609447	0.271700529173	0.53170746847
n	0.0396162367449	0.0302972137236	0.182472799816	0.218855359724	0.52875842949
o	0.0482079460483	0.0371893735745	0.179204302272	0.323801916575	0.411596503163
m	0.0184733680814	0.0167974629415	0.074143468724	0.489402942192	0.401182754388
e	0.00621690936913	0.00601348917383	0.025560341308	0.678203777397	0.284005431463
</S>	0.00317066329956	0.00337423775192	0.013168889804	0.789216703699	0.191069435732
