 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a	0.060417807	0.0604902915	0.0604122805	0.0604119245	0.060416042	0.0604311585	0.060417622	0.060583089	0.062240481	0.0619474115	0.0605754295	0.060947837	0.0641410425	0.064773719	0.0629841625	0.0788097
k	0.060199489	0.0603081498333	0.0601913211667	0.0601906031667	0.0601960273333	0.0602100411667	0.0601979673333	0.0604485656667	0.063024769	0.0625488581667	0.0603988748333	0.0609735143333	0.0642613075	0.0651990143333	0.0628345091667	0.07881701
è	0.060745013	0.0608194149444	0.0607415433889	0.0607392583889	0.0607568157778	0.0607478417222	0.0607468107778	0.0613046895556	0.0670404366667	0.0659577527222	0.0610583299444	0.0623569994444	0.0631411965	0.0631801214444	0.0618146227222	0.06884916
c	0.0610238223333	0.0610579716481	0.0610262661296	0.061024532463	0.0612083119259	0.0610534032407	0.0611933485926	0.0619203441852	0.0677958038889	0.0665520209074	0.0613462183148	0.0627379618148	0.0626577445	0.0623089144815	0.0615501409074	0.0655431846667
c	0.0618041327778	0.0618237815494	0.0618065900432	0.061806723821	0.062031910642	0.0618405057469	0.0620262271975	0.0624257980617	0.0643892622963	0.0638304203025	0.0619246061049	0.0624438759383	0.0624844605	0.0625893011605	0.0621211756358	0.0646512228889
i	0.0550372992593	0.0550451781831	0.0550379940144	0.0550380672737	0.0551140235473	0.0550516165823	0.0551142510658	0.0556875616872	0.0561104350988	0.0557618801008	0.055092368035	0.0553416986461	0.0556561448333	0.0559310360535	0.0656275418786	0.15935287763
a	0.0514088030864	0.0530155773944	0.0512888566715	0.0512725470912	0.0512980245158	0.0512825048608	0.0513017523553	0.0519925018957	0.0524116766996	0.0520326020336	0.0513466020117	0.051658660882	0.0541333006111	0.0587023533512	0.0676388872929	0.199215305877
a	0.0527440053621	0.0597652871315	0.0521878508905	0.0521127350304	0.0521125715053	0.0521185356203	0.0521242784518	0.0530467896319	0.0594614325665	0.0582470960112	0.0525468293372	0.0544364316273	0.0670797752037	0.0931563177837	0.0648252617643	0.124034768626
r	0.0533854371207	0.0606516597105	0.0528043202968	0.0527227093435	0.0527435115018	0.0527277172068	0.0527369784839	0.0542587298773	0.0678057095222	0.0653959970037	0.0535453851124	0.0571605072091	0.0710084967346	0.100175595928	0.0621840392548	0.090693164542
è	0.0554284473736	0.0579034205702	0.0552503410989	0.0552067751145	0.0553542148339	0.0552332070689	0.0552346034946	0.0568068566258	0.0712523931741	0.0686270806679	0.0560392270375	0.059625264403	0.0644114955782	0.074136336976	0.0623861324183	0.097104186514
t	0.0521465307912	0.0530472768567	0.0522688646996	0.0523358183715	0.065210648278	0.054483953023	0.0650056861649	0.0745862535419	0.0781193077247	0.0647609902226	0.0531850576792	0.0573044781343	0.0579436395261	0.060645648992	0.0593385891394	0.0996172721713
i	0.0429918245971	0.0433806906189	0.0431971648999	0.0433145901238	0.060338393426	0.0462107980077	0.0602171973883	0.0747381291806	0.0803372092416	0.0629975567409	0.0453789348931	0.0529475630448	0.0626433875087	0.0592095113307	0.0536085213798	0.168488534057
e	0.0370758725324	0.045159233873	0.0363999939666	0.0363294230413	0.0420755708087	0.0374064490026	0.0420237811294	0.0516441057269	0.0744524680805	0.066327362247	0.0397563072977	0.0507602433483	0.0814871638362	0.0921591571102	0.0534873971266	0.213455488019
