 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.12264947	0.12101932	0.14952577	0.12102346	0.12151908	0.12111194	0.120968505	0.1221824275
t	0.121961336667	0.120676215	0.149837456667	0.12072841	0.122036856667	0.12089886	0.121540031667	0.122320824167
e	0.122146827222	0.12089504	0.146386975556	0.121109222	0.122904057222	0.12138948	0.122190570556	0.122977834722
l	0.126434624074	0.120054886667	0.146328721852	0.120125514	0.122148939407	0.12101907	0.121416955185	0.122471289574
a	0.126071026691	0.117208372222	0.156817983951	0.117222829333	0.119505256802	0.11863669	0.118680613395	0.125857211191
e	0.155878337564	0.109831229407	0.176541551317	0.099532243111	0.104652813934	0.122805373333	0.104530474465	0.126227967064
M	0.170059325855	0.100955005136	0.153089550439	0.0725815643703	0.093991469978	0.164031604444	0.104345872822	0.140945615688
a	0.124350195285	0.102718305045	0.15459886348	0.0725294781234	0.101861938659	0.167616391481	0.105612503941	0.170712318563
r	0.0846603957617	0.097813255015	0.167747264493	0.0768674560411	0.111927914886	0.112009709494	0.10454424298	0.244429736188
ì	0.0724303659206	0.0850933763383	0.173619344831	0.0747641786804	0.111617683629	0.0875149921647	0.102946734327	0.292013278729
a	0.10980979864	0.0816054667794	0.17439390161	0.0767995675601	0.10798612121	0.0938599193882	0.086055088109	0.269490109576
à	0.147784356213	0.0999491489265	0.131788709203	0.0598329951867	0.08737143907	0.0843919567961	0.0655111103697	0.323370286525
v	0.150337005404	0.125351006309	0.100649458401	0.0426294723956	0.0664939883567	0.0894285172654	0.0656787177899	0.359431838842
v	0.129018168468	0.11617489877	0.133699956134	0.0534625101319	0.0868006727856	0.106532249088	0.0968310625966	0.277480462947
r	0.101819739489	0.09694724959	0.161010822045	0.073273600044	0.101745918929	0.0982001763627	0.108390746199	0.258611694316
i	0.076707183163	0.0688808311967	0.125968622348	0.0712845620147	0.098058437643	0.102245687121	0.1001152374	0.356739431439
n	0.0817429310543	0.0737694450656	0.0846375824493	0.0483775380049	0.0732176452143	0.082162294707	0.0757336211333	0.480358987146
a	0.0703467911514	0.0694292911885	0.0457159465498	0.0231291918016	0.0340853950714	0.0443378462357	0.0470759547111	0.665879639049
r	0.0373362345171	0.0453771698962	0.0213120412499	0.0124579320672	0.0318246623571	0.0465270360786	0.0944147739037	0.71075019635
t	0.030001568839	0.0423199609654	0.0158259270833	0.0210761133557	0.068480329119	0.0618954686929	0.162666624635	0.59773401545
i	0.0155587417797	0.0214174306885	0.0096565846611	0.0208679120286	0.0636504180397	0.0492864235643	0.145519743212	0.67404272515
s	0.00723666719323	0.0089175796295	0.00416185532037	0.0101780325862	0.0341489943466	0.0893940318548	0.183089286071	0.66287351505
e	0.00377405386441	0.00433883052983	0.00202579030679	0.0064587823704	0.0241205607489	0.102447676618	0.300061405357	0.556772871683
m	0.0019058500548	0.00216526096328	0.00101387934893	0.00278955876513	0.012603897883	0.051155416206	0.296333658452	0.632032490561
è	0.0035994407516	0.00238186165443	0.00198061916298	0.00185276386838	0.00945386672767	0.0432894547353	0.225070226151	0.712371800187
n	0.00425380558387	0.00250719855148	0.00257078425433	0.00122866820279	0.00562707200922	0.0403139195784	0.368059965384	0.575438590062
a	0.00210583246129	0.00147644163716	0.00144151968478	0.00071536297293	0.00360038728474	0.0299631728595	0.606350168461	0.354347073354
</S>	0.00142744163064	0.00085216874858	0.00098414124239	0.000379769194465	0.00185550506487	0.0215870309297	0.68177683423	0.291137041677
