 	non	ho	dove	d	andare	</S>
e	0.146729105	0.14767076	0.166621765	0.230165305	0.1574601	0.151352985
n	0.146142955	0.147124663333	0.166559068333	0.231763538333	0.157191526667	0.151218258333
è	0.158658008333	0.159086711111	0.166378819444	0.190855182778	0.162944682222	0.162076589444
c	0.147829009444	0.148402702037	0.161225576481	0.191356354259	0.161753580741	0.189432779815
h	0.144469449815	0.145034145679	0.159478015494	0.19048151142	0.16158258358	0.198954299938
o	0.133760519938	0.135175577226	0.149949888498	0.15406958714	0.148057664527	0.278986746646
p	0.0914741839793	0.094234371742	0.136378169499	0.180555665713	0.166497911509	0.330859672215
u	0.0486441404598	0.0521268032473	0.1062428725	0.171080287904	0.28166772717	0.340238170738
è	0.0187520554199	0.0228921950824	0.0625498615	0.086539957968	0.35512082239	0.454145106913
n	0.00882213660663	0.0123504208941	0.0521645051667	0.0591150153227	0.386509560797	0.481038352304
a	0.00460751656021	0.00650442148803	0.0376972140089	0.0377393955742	0.483887480266	0.429563957435
p	0.00163698337807	0.00287235541934	0.015111262123	0.0156189743247	0.482178990089	0.482581422478
à	0.000647979645357	0.00174032469645	0.0100783062077	0.0109576134416	0.578706046696	0.397869684159
o	0.000220682380186	0.000793114275483	0.00642006246923	0.0102398628139	0.583197988899	0.39912823472
</S>	0.000111494408693	0.000511478267741	0.00360819133461	0.0102916339069	0.43075715445	0.55472003236
