 	era	molto	stanco	</S>
ì	0.23609112	0.240802325	0.249455815	0.273650735
o	0.24074544	0.246211401667	0.248106231667	0.264936931667
n	0.243000106667	0.248304003889	0.246100387222	0.262595507222
e	0.252858802222	0.211515427963	0.279547742407	0.256078059074
p	0.261424777407	0.200013555988	0.259308240802	0.279253453025
o	0.245056589136	0.236076088663	0.267763526934	0.251103797675
d	0.180299236379	0.273856439554	0.268955632311	0.276888725892
d	0.098121258793	0.233518449851	0.20630958077	0.462050741964
h	0.0680653695977	0.12904593095	0.308568880257	0.494319840655
ì	0.0712404898659	0.0835525079833	0.469668593419	0.375538423552
s	0.0526376962886	0.101344592661	0.451637764473	0.394379924517
t	0.0269136190962	0.0939033222203	0.537499308158	0.341683704839
r	0.0165051233654	0.0547150344068	0.725996856053	0.202782954946
à	0.0117125688885	0.0381105884689	0.771732118684	0.178444694982
k	0.0074013155295	0.0445881774896	0.767723739561	0.180286741661
k	0.00535290790983	0.10631874583	0.68041494652	0.207913390554
o	0.0161461825699	0.167109961943	0.605518532173	0.211225313518
</S>	0.0281287837849	0.184244415971	0.595535791087	0.192091001759
