 	sto	e	cucino	</S>
e	0.23562385	0.230487945	0.231206825	0.302681415
s	0.232226993333	0.231627325	0.234517265	0.301628421667
t	0.241380147778	0.240821148333	0.248724208333	0.269074467222
è	0.253579412593	0.215641342778	0.213535496111	0.317243725741
c	0.210575702531	0.161455747593	0.27810354537	0.349864985247
e	0.13281346251	0.107672379198	0.26609104779	0.493423095082
m	0.106035217503	0.106142469733	0.288998048597	0.498824281694
a	0.0722891688343	0.0891092955777	0.349821449532	0.488780110565
r	0.0351232062781	0.0382202221926	0.259049513177	0.667607070188
è	0.0229054697594	0.0201990450642	0.182467682392	0.774427790063
o	0.0086059201198	0.0115457311214	0.148777588797	0.831070730021
</S>	0.0043662493599	0.0087667002107	0.175975814399	0.81089121501
