 	non	aveva	dove	a	stare	</S>
e	0.144677685	0.144894745	0.17258302	0.194253205	0.191909505	0.15168188
n	0.144118321667	0.144346858333	0.172670126667	0.194841578333	0.192498898333	0.151524256667
ì	0.158039633889	0.158146622778	0.168599258889	0.176790656111	0.176113096111	0.162310765556
c	0.150228491296	0.150451947593	0.16549713963	0.176521788704	0.187254758704	0.170045868519
h	0.147915080432	0.148163859198	0.164414576543	0.176111636235	0.190739716235	0.172655106173
e	0.131107046811	0.131444389733	0.138987018848	0.143853118745	0.152725917078	0.301882502058
p	0.0898665012703	0.0877924322443	0.113732222949	0.135693966248	0.228577594026	0.344337300686
u	0.0522843664234	0.0492033619148	0.0924908693163	0.124749118749	0.345153881342	0.336118446895
s	0.0224202463411	0.0228740334716	0.0604962447721	0.0857188529163	0.475526960447	0.332963678965
t	0.0111426559804	0.0139657508239	0.040905766924	0.0645528456388	0.643235173482	0.226197762988
a	0.00503157558847	0.00728705476797	0.0210333320747	0.0362254560129	0.657855121161	0.272567407663
s	0.00168507123782	0.00302116011599	0.00920868165823	0.0157495731376	0.504656830387	0.465678635888
ì	0.00057804650594	0.00220385453866	0.00695537888608	0.0166687917125	0.518242880129	0.455351021963
</S>	0.00030591372297	0.00212810946933	0.00653400214304	0.0219791293563	0.647630625064	0.321422225981
