 	il	muro	vuole	uno	specchio	</S>
o	0.16473298	0.164571375	0.164943755	0.16649378	0.16937225	0.16988586
t	0.160416746667	0.160323778333	0.161697368333	0.16741691	0.17688456	0.173260633333
ì	0.157823708889	0.157866482778	0.159368209444	0.16575576	0.175802616667	0.183383227778
c	0.14520839963	0.145780037593	0.146938686481	0.15827864	0.203934758889	0.199859495926
h	0.14125557321	0.142064969198	0.143049225494	0.15653202	0.220485622963	0.196612578642
o	0.153299234403	0.153695336399	0.154413895165	0.162773023333	0.191212637654	0.184605856214
t	0.113672402468	0.114699146466	0.115367040055	0.132338637778	0.255361589218	0.268561182071
è	0.0850162118227	0.086294511822	0.0856406800183	0.101975150593	0.258366894739	0.382706537357
l	0.0770490072742	0.079511597274	0.0781598860061	0.107598240198	0.24420175658	0.413479472452
i	0.0661902437581	0.0689653370913	0.067804023002	0.108054928733	0.24352846886	0.445456974151
n	0.057833021586	0.0560959900304	0.0558108786673	0.079663182911	0.253895576287	0.496701341384
a	0.028809376862	0.0254506936768	0.0286503228891	0.0543302369703	0.338889288762	0.523870063795
n	0.013289091954	0.0120652896256	0.0168099482297	0.0427328223234	0.447819602921	0.467283221265
g	0.00591620215133	0.00546074784187	0.00861478534323	0.0312831981078	0.60046841764	0.348256627088
h	0.00296792273711	0.00320082218062	0.00564407678108	0.0316375203693	0.56047657588	0.396073075696
i	0.0012766682757	0.00180062078354	0.00336817664036	0.0238060534564	0.578409178627	0.391339298565
a	0.000488887313567	0.00077971825118	0.00122715582679	0.0156139728188	0.671523359542	0.310366882855
l	0.000526058192856	0.00189991401706	0.0016933325756	0.0206167669396	0.538148699847	0.437115207618
ì	0.000609642940952	0.00236785163902	0.00204588375853	0.0417899856465	0.528187593282	0.424999059206
</S>	0.000469623220476	0.00153219726951	0.00144165512927	0.0566628578233	0.626485716641	0.313407979603
