 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.099074763	0.099137155	0.099102445	0.099078097	0.099085885	0.09970105	0.0991197175	0.10048274	0.0995998375	0.105618335
p	0.098622663	0.098738755	0.0986793083333	0.0986297603333	0.098646255	0.0994476766667	0.0987204675	0.10143902	0.0994542991667	0.107621818333
è	0.0980708243333	0.098165425	0.0981270044444	0.0980780854444	0.0981084216667	0.0993688108889	0.0982026125	0.10080205	0.0989317630556	0.112144992778
n	0.0974090831111	0.097492143	0.0974945364815	0.0974156504815	0.0974729638889	0.0988320056296	0.0977688075	0.0998208033333	0.0991515776852	0.117142410926
s	0.098044271037	0.098121739	0.0981317288272	0.0980496034938	0.0981001062963	0.0987104585432	0.0984917691667	0.100161277778	0.100286207228	0.111902833642
e	0.098356998679	0.0983825043333	0.0983827162757	0.0983595991646	0.0983801837654	0.0992214181811	0.0985924777222	0.099637115926	0.099950157076	0.110736827881
t	0.093712462893	0.0937674174444	0.0937534720919	0.0937196177215	0.0937504065885	0.095974504727	0.0951360905741	0.099715618642	0.105154455692	0.135315959294
s	0.092400429631	0.0924657471481	0.0924509540306	0.0924085842405	0.0924427508628	0.094914424909	0.0942545601914	0.0998205728807	0.107352073897	0.141489923098
e	0.0934407552103	0.0934630623827	0.0934435713435	0.0934460664135	0.0934803902876	0.097753458303	0.0942343967305	0.0976446442936	0.100867314632	0.142226337699
k	0.0893255050701	0.0895439194609	0.0894238404478	0.0893466754712	0.0894405634292	0.097972496101	0.0900228572435	0.0994049780979	0.100309206211	0.165209922566
a	0.0838631450234	0.0842725551536	0.0840582188159	0.0839016051571	0.0842384591431	0.100405112034	0.0847558774145	0.101079736033	0.0996246654037	0.193800604189
o	0.0648719993411	0.0727706740512	0.0690773209386	0.0654400370524	0.0669319060477	0.0876665630113	0.0708999224715	0.163083345344	0.129844778468	0.20941346473
l	0.0520474361137	0.0633733370171	0.0580990156462	0.0529323730175	0.0549265886826	0.0762174166704	0.0612107274905	0.225973398448	0.150589939489	0.204629791577
à	0.0525673873712	0.057416813339	0.0560355618821	0.0530506913392	0.0559968385609	0.0953979922235	0.0619506158302	0.174911931483	0.132280533163	0.260391643859
d	0.0403808451237	0.0422867554463	0.0428511339607	0.0406501131131	0.0439579558536	0.0855166240745	0.0535511142767	0.142881895828	0.133117371054	0.37480620462
r	0.0515808677079	0.0524891051488	0.0528522339869	0.0517466840377	0.0532943829512	0.0720568346915	0.0619337770922	0.139220868609	0.126269220351	0.33855604154
o	0.0649191675693	0.0652195540496	0.0652448136623	0.0649816376792	0.0662469796504	0.0767920948972	0.0771315523641	0.10425045087	0.0983556367837	0.31685812718
m	0.0487327808564	0.0534019970165	0.0510441568874	0.0490327322264	0.0505511032168	0.0602732299657	0.0643608181214	0.152492511623	0.141053408928	0.32905727906
b	0.0331038529521	0.0392053040055	0.0366976676291	0.0335984267421	0.0441053994056	0.0530231906552	0.0567135067071	0.175885897208	0.207856149643	0.319810586353
ì	0.0243806086507	0.0262908026685	0.026400392543	0.0247010265807	0.0392606614685	0.0568419698851	0.0564343189024	0.123673461069	0.178249459881	0.443767268784
k	0.0176033950836	0.0192716795562	0.019463637181	0.0177578550269	0.0242443618228	0.0433024676284	0.0417346929675	0.0949694523563	0.155987886627	0.565664556261
e	0.0112611347279	0.0129726678521	0.012681870727	0.0113419848423	0.0146495086076	0.0279850338761	0.0314197919892	0.0840898691188	0.161412555542	0.632185562087
à	0.00777530494263	0.00986877851737	0.0114844055757	0.00792162254743	0.0128321313692	0.021768802792	0.0269510233297	0.107798121373	0.254113028514	0.539486777362
t	0.00433637438088	0.00746498527246	0.0111869865252	0.00456964998248	0.0107019536231	0.0133683500973	0.0249453181099	0.140602817124	0.419940249505	0.362883312454
t	0.00236999832696	0.00434770832415	0.00700802515173	0.00254839724416	0.00679759677437	0.00818180243243	0.02289284837	0.132814515708	0.500104749835	0.312934354151
i	0.00109210672565	0.00175603963138	0.00266755303724	0.00117637461139	0.00346482752479	0.00392178487748	0.0131619070233	0.0778904319027	0.533397349945	0.36147164805
f	0.00042835505855	0.00069595211046	0.00103554023908	0.000466538220463	0.0016362157416	0.00160578031916	0.0070334252411	0.0547746339676	0.593004549982	0.339319022683
i	0.000173331177317	0.000305937759153	0.00046766282936	0.000192449508154	0.000712722963867	0.000675477775387	0.00419201088037	0.0475960111559	0.691946966661	0.253737414228
n	0.000314186473572	0.000546257298718	0.00117202554279	0.000386434334051	0.00163144883796	0.000780035967462	0.00374639709346	0.0484867748853	0.701687338887	0.241249091409
è	0.000389342237857	0.000735501309573	0.00145196108093	0.00057167016135	0.00241185211265	0.000929153769154	0.00596600386449	0.0694671429618	0.688712266296	0.229365097136
s	0.000186800652619	0.000465474639858	0.00078401097031	0.000422058503783	0.00165095330422	0.00106667453638	0.0065088079215	0.0680306259873	0.746131288765	0.174753289045
t	9.3936419873e-05	0.000269082604619	0.00052127435277	0.000270904821261	0.000920496621407	0.00124646061213	0.0102400717738	0.112301260329	0.662460776255	0.211675719682
r	3.66945492243e-05	9.83486985397e-05	0.00018434001759	0.000114496486854	0.000353294399469	0.000714156582377	0.0107067304246	0.145449463443	0.518715058752	0.323627389894
a	1.47445056748e-05	3.69449123466e-05	6.52139790967e-05	4.48228943847e-05	0.00015767162049	0.000295526051792	0.0056200180082	0.096781903481	0.591034386251	0.305948736631
</S>	1.01720013374e-05	2.20262269233e-05	3.51439783984e-05	3.03077056924e-05	0.000121757382745	0.000177119544896	0.0042837120541	0.0623142802405	0.697184093126	0.235821353315
