 	la	casa	la	costruisce	il	mastro	</S>
o	0.142143665	0.142288905	0.14219833	0.14288341	0.143692365	0.142746365	0.14404699
s	0.140819875	0.141271511667	0.14121867	0.14330775	0.145482288333	0.141916238333	0.14598369
p	0.131648351667	0.132141962556	0.13222086	0.135839736667	0.138366937778	0.133834239444	0.19594793
ì	0.125815423889	0.126029356185	0.126106713333	0.129107005556	0.130690320926	0.128133359815	0.234117833333
t	0.12628934963	0.128064175395	0.141343161111	0.130211175185	0.130159530309	0.138071553272	0.205861061111
i	0.12415210821	0.126513898465	0.144132177037	0.128838508395	0.12969066677	0.140201587757	0.206471073704
o	0.113283022737	0.125484599488	0.120427524012	0.138703302798	0.164482788923	0.119320119252	0.218298654568
f	0.102106428912	0.126708853163	0.106457411337	0.159209194266	0.212953996308	0.105580796417	0.186983311523
a	0.0848032609707	0.107653074388	0.096256913779	0.186900984755	0.249727165436	0.0983409988057	0.176317617174
b	0.0628164863236	0.085192344796	0.0850110862597	0.204965211585	0.271288878479	0.0898568296019	0.200869169058
b	0.0524126681079	0.0698738335987	0.0722802534199	0.190564150528	0.25853364616	0.128087276534	0.228248166353
r	0.063932694036	0.0704947811996	0.0731886024733	0.152811480176	0.201094152053	0.145637158845	0.292841142118
i	0.0791527726787	0.0817083450665	0.0843961141578	0.149227260059	0.145924447351	0.118322954615	0.341268094039
k	0.0637960455596	0.0665973036888	0.0695254580526	0.13974173002	0.124263905784	0.103046785205	0.433028738013
è	0.0406671951865	0.0433391345629	0.0446792126842	0.0916628026733	0.0878800685947	0.073172202735	0.618599346004
i	0.0249938060622	0.0301510098543	0.0299120075614	0.0660598102244	0.0853933395316	0.0657176565783	0.697772325335
o	0.0159999480207	0.0274285709514	0.0280309698538	0.0470794960748	0.0912946925105	0.188704272193	0.601462035112
m	0.0236068853402	0.0527454356505	0.0568711672846	0.0401106746916	0.0796451601702	0.296716797398	0.450303871704
à	0.0246888796467	0.0551286252168	0.0613732817615	0.0597428465639	0.220766786723	0.242360519133	0.335939040568
s	0.0121455377489	0.0243647544056	0.0298426215872	0.077876332188	0.340568772241	0.222924366378	0.292277606856
c	0.0080255179163	0.0134204037019	0.0168830911957	0.061300300396	0.22137507608	0.196829365459	0.482166255619
i	0.0054721138721	0.00761280560063	0.00935337049857	0.0310950127987	0.08312448336	0.176806578486	0.686535651873
a	0.00250997043737	0.00350669302021	0.00411798776619	0.0148916412662	0.03335272752	0.328896059495	0.612724933958
</S>	0.00144597658868	0.0021452340401	0.0026573736331	0.0088861991331	0.01941388936	0.441502399747	0.523948941979
