 	non	li	aspettiamo	più	</S>
e	0.189991525	0.19759885	0.223851175	0.19117021	0.197388185
t	0.183600268333	0.197592543333	0.239147841667	0.186386176667	0.193273118333
u	0.168737889444	0.204311111111	0.248036460556	0.175327785556	0.203586692778
s	0.117939423148	0.265279883704	0.260220520185	0.177344548519	0.179215607593
m	0.083814697716	0.277976047901	0.214965411395	0.220952829506	0.202291019198
è	0.0982179992387	0.191641460634	0.122020678465	0.286555123169	0.301564733066
n	0.119455026413	0.172360134878	0.102731682822	0.264711491056	0.340741654355
u	0.0971677188043	0.165331941626	0.113320754274	0.176049840352	0.448129748118
m	0.0470643569348	0.0957743232087	0.090690384758	0.186116540117	0.580354422706
e	0.0212944773116	0.0446197417362	0.0683060729193	0.343048946706	0.522730787569
p	0.0108714893039	0.0238872582454	0.0419008633064	0.362901468902	0.560438922523
l	0.0121761873013	0.0167899894151	0.0239499037688	0.250655622967	0.696428290841
è	0.0148461031004	0.012377792905	0.0498423195896	0.325374887656	0.597558903614
o	0.0134408737001	0.00523258650167	0.0544395950965	0.561638062552	0.365248901205
</S>	0.01309121735	0.00317193740083	0.0306737753983	0.705838631276	0.247224465602
