 	mia	figlia	vuole	andare	</S>
i	0.19864521	0.19845789	0.201950305	0.19950305	0.201443545
k	0.195167806667	0.19496767	0.214164795	0.19674664	0.198953078333
i	0.191718578889	0.19162306	0.224239521667	0.194143616667	0.198275192778
a	0.157637576296	0.157237426667	0.339892787222	0.172812812222	0.172419394259
t	0.128173745432	0.127576182222	0.400398735741	0.149304417407	0.194546914753
è	0.127046031811	0.126078330741	0.277966811914	0.141529189136	0.327379624918
r	0.117963300604	0.11715942358	0.188754143971	0.133092913045	0.443030194973
a	0.118504553535	0.115811314527	0.171866494657	0.135313994348	0.458503598324
m	0.121098184512	0.117139741509	0.267004011552	0.139697078116	0.355060966108
u	0.103097421504	0.0981386238363	0.310305667184	0.138074549372	0.350383755369
i	0.0637723855013	0.0574896416121	0.258776472395	0.148149256457	0.47181225179
t	0.0375018488338	0.033169460204	0.290285690798	0.146626248819	0.492416737263
è	0.0382589082779	0.029620691068	0.295385076933	0.220806266273	0.415929032421
l	0.0313834337593	0.022300216356	0.249501982311	0.265872388758	0.43094194414
i	0.0155974423531	0.0120425481187	0.162530949104	0.270883282919	0.538945748047
n	0.0115274892177	0.00818148170623	0.0856240080347	0.244022294306	0.650644716016
a	0.0084803417859	0.00592017273874	0.0564545099116	0.262398821435	0.666746172005
p	0.00426790650863	0.00334654868291	0.0311594938705	0.353534873812	0.607691190668
à	0.00308227568288	0.00284773816097	0.0528132546235	0.413653501271	0.527603250223
i	0.00135771063096	0.00143770806366	0.0503200011745	0.57677454709	0.370110083408
</S>	0.00071320645048	0.00079996354683	0.0265706850373	0.679099443545	0.292816761704
