 	Valeria	legge	il	giornale	</S>
e	0.19710236	0.20187679	0.20161991	0.199642225	0.19975871
V	0.192515256667	0.198193376667	0.20982105	0.196115891667	0.20335441
a	0.185695998889	0.193356705556	0.218553846667	0.191455093889	0.210938373333
l	0.17899481963	0.187512941852	0.234768265556	0.18958866463	0.209135361111
è	0.178583906543	0.187326403951	0.230053801852	0.188788434877	0.215247497037
r	0.156844082181	0.16972130465	0.224581780617	0.173328898292	0.275523955679
i	0.126384077394	0.181028668217	0.220043793539	0.157860139431	0.314683341893
a	0.0983200401313	0.187961976072	0.287210344513	0.137898013144	0.288609637298
m	0.0733288343771	0.139691872024	0.420488561504	0.129399244381	0.237091519099
e	0.055793042459	0.120835587341	0.474245840501	0.138340008127	0.210785553033
l	0.0334908044863	0.0992550981137	0.4140144335	0.167669886042	0.285569774344
e	0.0227846818288	0.0698165950379	0.2807937445	0.182120768681	0.444484218115
t	0.0149339151763	0.054040539346	0.289079448167	0.203460226227	0.438485896038
à	0.0162901579588	0.048931520782	0.264612979389	0.258333955409	0.411831405346
o	0.0153039152529	0.036275010794	0.11450105713	0.393465145136	0.440454885115
g	0.00765811811763	0.018272262798	0.0829430950433	0.434089028379	0.457037518372
i	0.00487789432321	0.0119312797393	0.0686825759478	0.549162076126	0.365346153457
o	0.0016764184984	0.00422958129643	0.0247413394493	0.774110778709	0.195241825152
r	0.0007592326628	0.00613666300881	0.0476910683498	0.71792517957	0.227487841717
n	0.0004397062476	0.00686227054627	0.177176582783	0.492927949857	0.322593513906
à	0.0001765314582	0.00267610790542	0.218211537594	0.491549739952	0.287386131302
l	9.24392000667e-05	0.00190371991514	0.129171249198	0.675513113317	0.193319493767
e	5.99513401889e-05	0.00205248413838	0.142911969733	0.645367217772	0.209608371256
</S>	3.22229678445e-05	0.00187913666919	0.190751649867	0.566937078886	0.240399935628
