 	il	lenzuolo	vuole	lavato	</S>
o	0.194915355	0.195976785	0.20376424	0.200452235	0.204891405
p	0.192999441667	0.194168951667	0.202342103333	0.199649328333	0.210840198333
l	0.195268690556	0.195818063889	0.199269134444	0.198820609444	0.210823526111
a	0.180279596852	0.187306051296	0.187418594815	0.214020043148	0.23097572537
ù	0.158418815617	0.168689377099	0.173770308272	0.211109847716	0.288011658457
n	0.159745021872	0.164490029033	0.174314909424	0.189899712572	0.311550336152
a	0.136376187291	0.144300511344	0.202312823141	0.182623474191	0.334387032051
t	0.0764594407637	0.0863891341147	0.170478382047	0.15323227473	0.51344081735
è	0.0491017619212	0.0556365650382	0.165912311682	0.109574828243	0.61977457245
l	0.0420666953071	0.0472741800127	0.165631433227	0.110395936081	0.634631770817
i	0.0253473854357	0.0311813340042	0.0885023380757	0.12581032536	0.729158623606
p	0.0283898151452	0.0431865620014	0.109675400359	0.128993711787	0.689754541202
l	0.0303588227151	0.0465670096671	0.144673803453	0.124430925929	0.653969480401
i	0.0155058934717	0.0250855545557	0.0915797248177	0.30837043731	0.5594584268
m	0.00602252709057	0.0121854550186	0.0353006169392	0.44214948577	0.504341932267
è	0.00247360303019	0.00549398947287	0.0153149292464	0.403119491923	0.573597977422
n	0.00124691447673	0.00363694452429	0.00665169891547	0.444589303974	0.543875135807
o	0.00101009042558	0.00767325957476	0.00744252953849	0.480163784658	0.503710368602
</S>	0.00116670436279	0.0121057497874	0.00993998376925	0.496780642329	0.480006969301
