 	lo	sentii	che	arrivò	</S>
t	0.198593665	0.19933225	0.203142405	0.19918158	0.199750085
o	0.196155981667	0.19738796	0.207692518333	0.198410713333	0.200352821667
n	0.168289023889	0.173643926667	0.212569789444	0.221765427778	0.223731827222
ì	0.141254087963	0.150270438889	0.195408033148	0.225788712593	0.287278725741
k	0.113920240654	0.145112196296	0.244752057716	0.164197000864	0.33201851858
u	0.087525588218	0.145604425432	0.264276279239	0.137543366955	0.36505038286
s	0.0604878619727	0.110844270144	0.24993444308	0.182484162318	0.39624929762
a	0.0228597873909	0.050469555048	0.196423967693	0.297791060773	0.43245561254
k	0.0087999255303	0.0237084943493	0.143940409231	0.338333846924	0.485217287513
a	0.00355592588177	0.0121381039381	0.119952275544	0.476693675641	0.387659985838
ì	0.00132743658226	0.0046402346677	0.0466856523147	0.715067968547	0.232278655279
r	0.00067465437742	0.0028541617559	0.0321127974382	0.754167932849	0.210190405093
t	0.000344314782473	0.00176526468863	0.0252281651461	0.662249397616	0.310412848364
e	0.000292192597491	0.000703374542877	0.0298203430487	0.590365352539	0.378818739455
</S>	0.000391951868745	0.000420290586439	0.0404729925244	0.594540176269	0.364174584727
