 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.142587355	0.142620235	0.14259354	0.142777215	0.142748685	0.142864645	0.143808315
ò	0.142360618333	0.142504548333	0.142400146667	0.143406615	0.142716295	0.142675518333	0.143936265
p	0.142223542778	0.142525576111	0.142197602222	0.143462798333	0.142654228333	0.142510999444	0.144425265
u	0.141365890926	0.14190397537	0.141326190741	0.145711042778	0.142163646111	0.141967769815	0.145561488333
o	0.127492646975	0.136048488457	0.123330315247	0.141241947593	0.14484333537	0.142899686605	0.184143586111
G	0.122672335658	0.134202539486	0.116849860082	0.136244792531	0.14557895179	0.143117982202	0.20133354537
i	0.129987858553	0.135521489829	0.127934810027	0.14745801751	0.14284978393	0.140736074067	0.175511958457
o	0.099385322851	0.109109085276	0.0967573023423	0.166859242503	0.156667767977	0.157693708022	0.213527562819
v	0.083843375617	0.0951402537587	0.0810760117808	0.167027717501	0.170881232659	0.170659882674	0.231371524273
à	0.0933839018723	0.0988713579196	0.0969787892603	0.165132049167	0.155930537553	0.143382414225	0.246320944758
n	0.0784629692908	0.0813010393065	0.0882321147534	0.146216569722	0.122686642518	0.119769111408	0.363331548253
n	0.0679983214303	0.0697059864355	0.0780125682511	0.127572066574	0.104628314173	0.114621183803	0.437461549418
i	0.0577981998101	0.0747542474785	0.0678819477504	0.191606742191	0.109026228058	0.0974934979343	0.401439133139
j	0.04577242427	0.0729126661595	0.0540850272501	0.215111804064	0.104348699353	0.0874753393114	0.420294027713
ù	0.03295400209	0.0547080320532	0.0474192804167	0.209982091355	0.0999298397843	0.0785110114371	0.476495749238
r	0.0175627146967	0.0329745250177	0.0437485214722	0.170344015452	0.0869969865948	0.0691848388124	0.579188409746
i	0.00948268556557	0.0184703863392	0.0332327261574	0.209847943484	0.0671447488649	0.0847102476041	0.577111223249
s	0.00511843755519	0.0120392409464	0.0217482913858	0.221467151161	0.0602513512883	0.095747063868	0.58362842775
e	0.00299783358506	0.00686314718213	0.0142808984619	0.12564856372	0.0430629650961	0.150912787956	0.656233795917
è	0.00155895606169	0.00633539576071	0.00872980225397	0.106970114573	0.034885000032	0.346624779319	0.494895945306
s	0.0014672319539	0.00652466472024	0.0107426271847	0.0706564415243	0.046828435344	0.503600993106	0.360179601769
s	0.0010947460713	0.00399954840675	0.0127849333949	0.0381666275081	0.0621511251147	0.540791147702	0.341011883923
u	0.0005317595771	0.00199950970225	0.00792882537497	0.018575070636	0.0531082117049	0.515707609234	0.402149037974
</S>	0.00041491463855	0.00111545915112	0.00416117255248	0.012231042018	0.0361046258525	0.471330044617	0.474642768987
