 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.1119204725	0.113280987	0.16522362	0.18677311	0.11471372	0.118094105	0.18999394
n	0.131733604167	0.132199365667	0.150485133333	0.158601226667	0.133267193333	0.133849108333	0.159864363333
a	0.132347816056	0.132546611889	0.140393694444	0.149634835556	0.139657354444	0.136390799444	0.169028894444
v	0.102491683352	0.107616817296	0.163575674815	0.180968245185	0.150173681481	0.122292335148	0.172881571481
o	0.0811278944507	0.0875415910987	0.170963391605	0.182287321728	0.162946660494	0.106378851716	0.20875428716
r	0.0714988448169	0.0843323406996	0.152411537202	0.155027127243	0.163450563498	0.109561178572	0.263718402387
à	0.071369444939	0.0866456518999	0.141009109067	0.155939585748	0.146419071166	0.112796108191	0.285821040796
s	0.091157253313	0.101891040633	0.126840519689	0.144941218583	0.137428480389	0.115066678064	0.282674803599
o	0.0714738561043	0.081344734211	0.11075847823	0.172345602861	0.129947646796	0.100956784021	0.3331728912
o	0.0347435617014	0.0392948334037	0.0769877177433	0.20497735762	0.169066555599	0.063078898007	0.4118510804
s	0.0214770802338	0.0295647324679	0.103465149248	0.22069292254	0.2000452052	0.0603153380023	0.3644395768
s	0.0198092860779	0.0303787774893	0.154212413083	0.273842280847	0.194355595067	0.0718501593341	0.2555514956
o	0.0165528486926	0.0213196858298	0.114036452694	0.214668708282	0.161042178356	0.136077043111	0.336303088533
m	0.00987053923087	0.0112430884433	0.053738923898	0.104987410761	0.122606922785	0.25783866437	0.439714449511
ì	0.00769146307696	0.00828121931443	0.0514830826327	0.0959384269203	0.121482197595	0.27937064479	0.435752989837
k	0.00760631889232	0.00699363490481	0.0530963315442	0.137630822307	0.128261222532	0.184574458263	0.481837236612
a	0.00507811823077	0.00413689112494	0.0299600133147	0.116240714669	0.105330550844	0.256642899421	0.482610832204
m	0.00234799601026	0.00300089416498	0.0156424752382	0.050556156123	0.053409511948	0.392074889807	0.482968084068
è	0.00126750150342	0.00270397208833	0.0108863081794	0.0283419349077	0.0378100739827	0.367914459936	0.551075734689
r	0.00079168080114	0.00127097884944	0.00484313069313	0.0111203488359	0.0330197046609	0.375158143312	0.57379599823
i	0.000551097037047	0.000676138423147	0.00253269600104	0.0050117252653	0.0233874320203	0.455230747771	0.512610176077
</S>	0.000388875173523	0.000381322091573	0.00137011635552	0.00268308361265	0.0148857692101	0.503202673885	0.477088203038
