 	l	ho	sentito	che	viene	</S>
o	0.155746935	0.15600808	0.158502655	0.209798455	0.15806502	0.161878855
n	0.150609701667	0.15099525	0.154850661667	0.230341848333	0.154593533333	0.158608985
ì	0.153549930556	0.153806853333	0.156643683889	0.209503429444	0.156710547778	0.169785525
k	0.127388838185	0.128261239111	0.196735007963	0.216697723148	0.168372515926	0.162544675
u	0.104405597395	0.105537111037	0.197462945988	0.238223637716	0.159944541975	0.194426178333
s	0.0772567177983	0.084808488679	0.142371301996	0.309919495905	0.168090297325	0.217553682778
a	0.0333633685994	0.0427387692263	0.090330733332	0.284655879968	0.139661438108	0.409249774259
n	0.0177153611998	0.0230411524088	0.0872222837773	0.180802111323	0.231001168369	0.460217898086
a	0.0087441787766	0.0130943971363	0.0797154380691	0.120333772108	0.281686671123	0.496425549362
r	0.00315515808553	0.00535981217877	0.0328414394997	0.0645752623693	0.241863132041	0.652205216454
t	0.00179138474518	0.00318621569292	0.0191557328332	0.0680357887898	0.218426778347	0.689404105485
i	0.00118153118139	0.00169174651297	0.00872041820107	0.0507428175966	0.218498100449	0.719165368495
</S>	0.000604448590195	0.000895974929485	0.00447287048553	0.0332968487983	0.298212450224	0.662517384248
