 	non	aveva	da	stare	</S>
e	0.17495139	0.179062455	0.218618135	0.23286661	0.194501445
n	0.17437304	0.178591851667	0.219089385	0.23373583	0.194209931667
ì	0.189483206667	0.191779660556	0.206522595	0.212619453333	0.199595133889
c	0.169822548889	0.176557056852	0.203179528333	0.233428811111	0.217012091296
h	0.163831422963	0.171611328951	0.201789336111	0.239617043704	0.223150893765
e	0.137950370988	0.14581265965	0.160012990037	0.186851717901	0.369372291255
n	0.0749875143293	0.0870653612167	0.126614694679	0.2596854693	0.451646963752
a	0.0368860771431	0.0478590620722	0.0996198832263	0.412414156433	0.403220821251
s	0.0130900418144	0.0456341676907	0.0685110907421	0.478203485478	0.394561240417
t	0.00521493322147	0.0536404592302	0.0768002615807	0.561204228493	0.303140123472
a	0.00206837678449	0.0303257906434	0.0601599985269	0.646101276164	0.261344537824
s	0.000715343066497	0.0123352679811	0.026383379709	0.483317270055	0.477248722608
ì	0.000274878166499	0.00772631776037	0.0218836637697	0.446460968018	0.523654150869
</S>	0.00016812483325	0.00725887623019	0.0288773293848	0.592830584009	0.370865055434
