 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.054980877	0.0549839675	0.054984363	0.055242099	0.0549774515	0.054984944	0.055010073	0.0551133455	0.055456941	0.05498212	0.0550316685	0.055018489	0.054982558	0.0549992735	0.05514235	0.055501861	0.0552600385	0.063347567
m	0.0543233323333	0.0543342868333	0.054318168	0.054598673	0.0543115285	0.054318219	0.0543426786667	0.0544571195	0.054835302	0.0543199446667	0.0543702271667	0.0543623486667	0.0543466383333	0.0544748735	0.054958764	0.0620987603333	0.0574296185	0.0637995256667
e	0.0541679574444	0.0541792079444	0.0541568896667	0.0542852043333	0.0541549921667	0.054157044	0.0541651112222	0.0542193571667	0.0543960996667	0.0541632935556	0.0541820933889	0.0541933798889	0.0542040721111	0.0543816188333	0.0549828853333	0.0654770247778	0.0586213711667	0.0619124052222
s	0.0525871238148	0.0525902106481	0.0525924492222	0.0529911141111	0.0525831487222	0.0525935213333	0.0526380487407	0.0527935980556	0.0533270982222	0.0526056818519	0.0526762921296	0.0530966546296	0.052673106037	0.0528196352778	0.0549255531111	0.0608493029259	0.0572020973889	0.0884553750741
s	0.0522645469383	0.0522652755494	0.0522758080741	0.052754484037	0.0522639552407	0.0522766571111	0.0523328705802	0.0525180143519	0.0531568824074	0.0522898766173	0.0523766207099	0.0529316105432	0.0523608243457	0.0524745047593	0.0550077867037	0.0580756559753	0.0563654351296	0.096009213358
è	0.0538057046461	0.0538063605165	0.053817204358	0.054275959679	0.0538053507469	0.053817847037	0.0538672355267	0.054048140784	0.0546577771358	0.0538182822058	0.0539058822366	0.0540689441811	0.0538421964486	0.0538917452531	0.0548665019012	0.0558764579918	0.0552876223765	0.078540792786
r	0.0543511962154	0.0543517851722	0.054372538786	0.055136843893	0.0543524245823	0.0543724813457	0.0544520851756	0.0547560885947	0.0557699443786	0.0543628697353	0.0545133377455	0.0544732543937	0.0543713888162	0.0544056820844	0.0548407326337	0.0551659259973	0.0549696264588	0.070981778262
e	0.0549326944051	0.0549335357241	0.054947805262	0.0555337322977	0.0549323641941	0.0549484861152	0.0550081997252	0.0552418855316	0.0560185481262	0.0549401735784	0.0550553235818	0.0549903561312	0.0549428462721	0.0549637790281	0.0551703695446	0.0553054863324	0.0552259011529	0.0629085134207
m	0.0550547464684	0.055066281908	0.055054935754	0.0553807250992	0.055045726398	0.0550527420384	0.0550845955751	0.0552163278439	0.0556535530421	0.0550492438595	0.0551123185273	0.0550826497104	0.0550543767574	0.055087791676	0.0552792885149	0.0566181954441	0.055764367051	0.0603421318069
u	0.0546477201561	0.0546627649693	0.0546442305847	0.0549122170331	0.0546363711327	0.0546406526795	0.054666599525	0.0547757182813	0.0551388423474	0.0546385426198	0.0546900758424	0.0546710829035	0.0546465802525	0.0546904002253	0.0549123048383	0.056953893148	0.0556948383503	0.066377146269
p	0.053655842052	0.0536652526564	0.0537870105282	0.0579179876777	0.0536660853776	0.0537786462265	0.0542446408417	0.0559556507604	0.0607853061158	0.0536999992066	0.0545922569475	0.0536908829678	0.0536884400842	0.0538354397418	0.0539015612794	0.055384033716	0.0544962954501	0.0692546670897
e	0.052926952684	0.0529351528855	0.0531023835094	0.0585679692259	0.0529427791259	0.0530930627422	0.0537096152806	0.0559737515868	0.0623549673719	0.0529903414022	0.0541704946492	0.0529831469893	0.0529781746947	0.0531872785806	0.0533335047598	0.056146330572	0.05439523415	0.0742088623632
n	0.0511602568947	0.0511719172952	0.0515159721698	0.0611672730753	0.0511973743753	0.0514972935807	0.0527102300935	0.0568804761956	0.0666420757906	0.0512907638007	0.0535932898831	0.0512611416631	0.0512704518982	0.0516755008602	0.0519223305866	0.0570729151907	0.05393686605	0.0840338694544
a	0.0498751709649	0.0498895060984	0.0502911073899	0.0614380710251	0.0499168621251	0.0502702958602	0.0516917810312	0.0565373610652	0.0675590585969	0.0500298292669	0.0527246932944	0.0500652005544	0.0500100716327	0.0504932622867	0.0510384271955	0.0571614343969	0.05339737035	0.0976104984848
