 	nella	pasta	vuole	sale	</S>
s	0.192039375	0.19222256	0.192780365	0.22723064	0.19572702
t	0.190026481667	0.190223563333	0.190849335	0.23431257	0.19458802
i	0.190957343889	0.193193927778	0.189890271667	0.212605956667	0.213352493333
p	0.186598121296	0.191335349259	0.188194997222	0.209920825556	0.223950711111
à	0.170632180432	0.17575979642	0.174526409074	0.197043331852	0.28203828037
s	0.118948299144	0.13305549714	0.165867629691	0.184122387284	0.398006203457
t	0.0787741653813	0.0951169307133	0.149467749897	0.262790659095	0.413850507819
a	0.105061341794	0.123289916904	0.128937129966	0.257823599698	0.384888029273
t	0.092699448598	0.119448145635	0.116701689989	0.235953573233	0.435197166424
è	0.0744069741993	0.0847725952117	0.120775776663	0.287119531078	0.432925132141
l	0.0655943695331	0.0682364784039	0.114422028888	0.247335677026	0.50441145738
i	0.0242702196444	0.0319951526346	0.062244000096	0.203800252342	0.677690385793
à	0.00907460054813	0.0122817671115	0.0245804692653	0.427116510781	0.526946668598
l	0.00355443673604	0.00593418063717	0.0120884469884	0.69027537026	0.288147596199
a	0.00143972415868	0.00321743030572	0.0123219884628	0.77953267342	0.203488192066
</S>	0.00075999861934	0.00169208249286	0.0151073657314	0.83062881171	0.151811716033
