 	non	aveva	dove	aveva	per	stare	</S>
e	0.135795455	0.135608905	0.13633519	0.14012868	0.16523571	0.148884555	0.138011515
n	0.135477811667	0.135292095	0.136034743333	0.139917516667	0.165578896667	0.148964121667	0.138734818333
ì	0.139815033889	0.139758118333	0.140028911111	0.141502165556	0.150846902222	0.144966273889	0.143082579444
c	0.13886049463	0.138821856111	0.139093787037	0.140503755185	0.149170214074	0.146845441296	0.146704449815
h	0.138746331543	0.138709808704	0.138978505679	0.140280421728	0.148496611358	0.147462833765	0.147325506605
e	0.132306981848	0.132309596235	0.132744816893	0.133642213909	0.137952197119	0.138482914588	0.192561292202
p	0.126398901949	0.124629178745	0.123622470631	0.12666765797	0.144930452373	0.138569548196	0.215181794067
u	0.11325703865	0.110376369582	0.109873866877	0.12114842599	0.194266044124	0.159553606065	0.191524654689
ì	0.0801862008833	0.078533574194	0.0795493342923	0.127589478663	0.226114581375	0.184922245355	0.223104601563
c	0.0616052842944	0.059943062398	0.0616535534308	0.130892287888	0.237472840458	0.222350641785	0.226082360521
h	0.0723608087648	0.0709533641327	0.0733014991436	0.114181940963	0.202675383486	0.229293727262	0.23723329684
e	0.0594957735883	0.0597026387109	0.0659369837145	0.0827777769877	0.149456331162	0.208298799087	0.374331705613
n	0.0351446318628	0.0378005135703	0.0448111529048	0.0766451689959	0.142265020387	0.219640129696	0.443693401871
a	0.0237981428476	0.0266876462468	0.0290704485016	0.0653280974986	0.0981807134623	0.321214369899	0.435720580624
s	0.00822055974253	0.00946536283893	0.0116305711672	0.0301755366662	0.0533148321541	0.5164074833	0.370785643541
t	0.00311211096418	0.00409116621298	0.00605124698907	0.0230629362221	0.059225021718	0.649573607767	0.25488391118
a	0.00118738460173	0.00195472772433	0.00274276242302	0.024814024074	0.0545552775727	0.638134672589	0.276611163727
t	0.00040430691991	0.000982891094777	0.00185708250101	0.023738006358	0.0412564648576	0.52921312753	0.402548121242
ì	0.000146947379637	0.000762406198259	0.001723991147	0.0145999544527	0.0338590402859	0.571402839177	0.377504793747
</S>	8.35779158185e-05	0.000745403199129	0.0012570534435	0.00969435972635	0.0254637051429	0.684542444588	0.278213426874
