 	vuole	pianto	</S>
e	0.263643625	0.25701222	0.47934415
t	0.223337755	0.22616823	0.550494016667
è	0.263218601667	0.21351758	0.523263832222
l	0.235691387222	0.19162948	0.572679137407
i	0.153712715741	0.150557142	0.695730145802
k	0.150697795247	0.186662589333	0.662639631934
l	0.175052631749	0.232666786444	0.592280593978
a	0.142662626583	0.267491018815	0.589846364659
m	0.062284007861	0.473892152938	0.463823831553
m	0.0325542838203	0.509804810979	0.457640887184
è	0.0128054115001	0.316642116993	0.670552462395
n	0.0147292911934	0.398671725664	0.586598974132
o	0.0283458443978	0.645702951888	0.325951178044
</S>	0.0338402251989	0.734116490944	0.232043239022
