 	il	morto	vuole	pianto	</S>
t	0.19255411	0.19271691	0.192663265	0.19442657	0.22763918
o	0.189240473333	0.190143653333	0.191395715	0.19515175	0.23406843
n	0.179457397778	0.180717247778	0.182719555	0.189604743333	0.26750107
a	0.177033685926	0.178584229259	0.182090671667	0.187130551111	0.275160876667
p	0.179500675309	0.180919993086	0.185428253889	0.189420157037	0.264730925556
e	0.176775855103	0.178022737695	0.18442865463	0.192790392346	0.267982355185
s	0.137976638368	0.139290689232	0.15377224821	0.174544540782	0.394415875062
a	0.100261702789	0.119115233077	0.163091452737	0.150027346927	0.467504248354
m	0.0948271275963	0.113683071026	0.209576424246	0.199654068976	0.382259292785
m	0.0856964725321	0.102186570342	0.207660211415	0.222124466325	0.382332290928
è	0.061610267844	0.0857909687807	0.146445731472	0.138703013775	0.567450013643
n	0.068234502948	0.0851809982602	0.115806984824	0.102785022925	0.627992471214
o	0.0885358109827	0.114196736087	0.143583834941	0.140138840975	0.513544780405
t	0.0546915426609	0.0782345173623	0.10420221198	0.147459550325	0.615412183468
è	0.0425183982203	0.0526229477874	0.0703831709933	0.138843103442	0.695632394489
l	0.0389216120734	0.0481567309291	0.0605585516644	0.167401491147	0.684961618163
i	0.0177217510245	0.025194156643	0.0327066330881	0.162596575716	0.761780879388
g	0.0137192070082	0.0183690912143	0.0353483122294	0.108362828572	0.824200579796
l	0.0130694562027	0.0167898488381	0.0399607797431	0.079435886524	0.850744073265
e	0.00773828303423	0.0080467325927	0.020169970581	0.289843647841	0.674201381088
m	0.00542508011141	0.00542467287757	0.00973899386033	0.45126825928	0.528142970363
m	0.00393511321714	0.00427882571586	0.00573466082011	0.296050778427	0.690000623454
è	0.00184424561905	0.00164871460862	0.00259090617337	0.263141304809	0.730774857818
n	0.00126809733968	0.000866011516207	0.00214944709112	0.336336821603	0.659379652606
o	0.00284558201323	0.000697751072069	0.00452422003037	0.452557940534	0.539374527535
</S>	0.00454344620661	0.000746288036034	0.00665286151519	0.560431620267	0.427625803768
