 	le	ragazze	vogliono	guardate	</S>
t	0.199497125	0.199565025	0.19986762	0.200467635	0.2006026
a	0.194783611667	0.196402411667	0.1970188	0.198848635	0.212946533333
k	0.185214657222	0.189745937222	0.194939466667	0.203211968333	0.226887927778
o	0.180316345741	0.187224792407	0.196903768889	0.202873902778	0.232681155926
r	0.15669132858	0.164548367469	0.176013852963	0.233266624259	0.269479801975
à	0.139002776193	0.14622864249	0.154952767654	0.231985094753	0.327830700658
s	0.118529317064	0.125263984163	0.177810822551	0.230478134918	0.347917756886
i	0.078754786688	0.108515441388	0.17907252085	0.211103278306	0.422554008962
a	0.0604801925627	0.149115547129	0.177930880283	0.196845196102	0.415628216321
t	0.0401808041876	0.13118999071	0.155331866761	0.289754108701	0.383543252107
è	0.0315030090625	0.0725065419033	0.114702315587	0.310499409567	0.470788727369
l	0.0277250175542	0.0516018339678	0.103774631862	0.300887463189	0.516011042456
o	0.0128069285514	0.0279204749226	0.064087355954	0.32371688773	0.571468347485
n	0.00653015481713	0.0171717472409	0.0551305406513	0.308981242577	0.612186309162
e	0.00345327707238	0.0127127494136	0.0512510156838	0.388724984192	0.543857979721
k	0.00249954445746	0.00724211480453	0.0398498126946	0.440370474731	0.51003805324
a	0.00256596558582	0.00540137592151	0.0397080822315	0.53208981491	0.42023477108
n	0.00184739441194	0.00252541809384	0.0380505387438	0.594610141637	0.362966537027
o	0.00152175895398	0.00151270456128	0.0368761329146	0.571772960546	0.388316472342
n	0.00141532883466	0.00134101301709	0.0493939723049	0.506029320182	0.441820390781
i	0.00121427969489	0.00129418695236	0.0528713137683	0.482627456727	0.461992773594
m	0.00112582616496	0.000918907297453	0.0238166852561	0.412092710909	0.562045867865
m	0.000911157521653	0.000868911439151	0.0110720834187	0.20173138897	0.785416455955
è	0.00120877014055	0.00360179068638	0.0361862651396	0.17514902299	0.783854151985
n	0.00334239411352	0.00941549056213	0.140864915047	0.29516098433	0.551216183995
a	0.00486541583784	0.00976661018738	0.241271278349	0.440125904777	0.303970761332
</S>	0.00455625891892	0.00726925709369	0.265367874174	0.484891427388	0.237915180666
