 	ho	rotto	una	bottiglia	</S>
è	0.198744685	0.198899135	0.1994048	0.201876605	0.20107475
g	0.199161968333	0.199261851667	0.199692693333	0.200652098333	0.20123139
l	0.199186006111	0.199288263889	0.199673771111	0.200443936111	0.201408036667
a	0.195879462037	0.19599932463	0.19807070037	0.198678828704	0.211371685556
s	0.145430964012	0.172727784877	0.196762540123	0.247917769568	0.237160941852
a	0.111882354671	0.148766718292	0.190994430041	0.257487683189	0.290868833951
m	0.102439336224	0.118285737764	0.15878238468	0.344064391063	0.276428177984
i	0.0759048900747	0.0854922609213	0.14281078956	0.371810480354	0.323981599328
a	0.0566416280249	0.0757819516404	0.165274619853	0.373885380118	0.328416419776
b	0.0370972223416	0.0633357252135	0.144429063284	0.498564213373	0.256573766592
u	0.0237381742805	0.0384772953045	0.0918687630947	0.371390822791	0.474524945531
t	0.0101698477268	0.0195198150015	0.0990089763649	0.32451784593	0.54678350851
t	0.0058467258756	0.0147102430005	0.110925548788	0.540910681977	0.327606799503
ì	0.0101706484585	0.0119757903335	0.074939077596	0.456086715326	0.446827786501
g	0.0112202499195	0.0137350771112	0.0601008038653	0.387701293109	0.527242612167
l	0.00613779893983	0.0128588425037	0.0545618872884	0.43105382437	0.495387687389
i	0.00327509122328	0.00630297820123	0.0383718344295	0.370258881457	0.581791215796
a	0.00141583319443	0.00266895316708	0.0267980443098	0.292149343819	0.676967791932
</S>	0.000895287712215	0.00185765738354	0.0192823624049	0.187819206909	0.790145445966
