 	deve	essere	bianco	</S>
è	0.22659866	0.22675226	0.23763193	0.309017135
n	0.21958475	0.219679173333	0.23334805	0.327388031667
a	0.17950954	0.177647579111	0.22423342	0.418609473889
è	0.12227315	0.124295411037	0.26705633	0.48637512463
n	0.0658366813333	0.0729313303457	0.258176543333	0.603055451543
e	0.0321080587778	0.0372796557819	0.423519041111	0.507093247181
à	0.0152219411593	0.0229417519273	0.68260876037	0.27922757906
s	0.00650373151977	0.0196327633091	0.761299353457	0.21256419302
p	0.00316265922992	0.016404416103	0.776486717819	0.20394626434
r	0.00242972743331	0.0254167863677	0.71610865594	0.256044888113
o	0.0026844494111	0.0579340081226	0.562458425313	0.376923129371
</S>	0.00223763180555	0.0784062515613	0.447292847657	0.472063264685
