 	non	mi	aspetti	che	non	vengo	</S>
m	0.12311783	0.12313354	0.12475552	0.245230535	0.125389335	0.1303669525	0.128006305
ì	0.118901093333	0.11891806	0.120632213333	0.251795205	0.121317601667	0.1277934525	0.140642381667
m	0.130280957778	0.130321036667	0.130957241111	0.185688035	0.131252467222	0.1352963075	0.156203997222
e	0.132747012593	0.132817375556	0.13323665037	0.179921131667	0.133480425741	0.136834195833	0.150963232407
m	0.114698900864	0.114800258519	0.116116810123	0.231087733889	0.11749686658	0.131586245278	0.174213154136
ì	0.0919742169547	0.092091286173	0.093566160041	0.215993551296	0.0955402801933	0.129605638426	0.281228814712
n	0.100332138985	0.100409818724	0.101007080014	0.156870063765	0.102051276731	0.133016066142	0.306313528237
i	0.0970112696617	0.0972175495747	0.101731533338	0.201675654588	0.104267275577	0.145403202047	0.252693526079
k	0.0640117332206	0.0649414598582	0.0701354911127	0.190951404863	0.0746792185257	0.131097720682	0.404183002026
a	0.0374050120735	0.0394465736194	0.0404088430376	0.104619416621	0.0459648815086	0.177298843561	0.554856454009
e	0.0166030928912	0.0199030163065	0.0185846175459	0.0676065505403	0.0276517681695	0.337026457854	0.51262450467
n	0.00734623686373	0.0103956473355	0.00843387538197	0.0472618551801	0.0178314873898	0.329479215951	0.579251678223
è	0.00401423768791	0.00546475384517	0.00581067466066	0.0297802517267	0.0117375954633	0.206695815317	0.736496669408
r	0.00229537059597	0.00267843394839	0.00441100042022	0.0186109819089	0.00900293768777	0.221230505106	0.741770773136
k	0.00175400642199	0.0020915093828	0.00302943040674	0.0146031026363	0.00715808219592	0.390257268369	0.581106574379
o	0.000897267973997	0.00159169959427	0.00157163041225	0.00677317838877	0.00498831906531	0.60682392279	0.377353958126
m	0.000307380560299	0.00075283045709	0.00063211751075	0.00250460133959	0.00294359288844	0.73947952093	0.253379969375
e	0.0001040013666	0.000364127424697	0.000388968553583	0.00101344274653	0.00909771092948	0.802298453643	0.186733296458
</S>	5.36460146e-05	0.000344153932348	0.000453869806792	0.000672794773265	0.0163293514647	0.820459726821	0.161686433229
