 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
e	0.052311882	0.052266302	0.0522495565	0.0526271075	0.052266975	0.0526489575	0.052261945	0.05315398	0.0522477765	0.05224732	0.0528909735	0.052246728	0.05226252	0.052297939	0.052486026	0.0524909815	0.0525570435	0.052578835	0.055907186
d	0.052206733	0.0521376873333	0.0521120831667	0.0525711101667	0.0521324893333	0.0525976965	0.0521263043333	0.0532139213333	0.0521090945	0.0521084933333	0.0528928835	0.0521076746667	0.052125856	0.0521673856667	0.0524045506667	0.0530518078333	0.0531065051667	0.0527313123333	0.0560964516667
i	0.05232261	0.0522750344444	0.0522572277222	0.0524926727222	0.0522670174444	0.0525063521667	0.0522637741111	0.0528243751111	0.0522549705	0.0522545977778	0.0526586118333	0.0522541382222	0.0522629746667	0.0522839952222	0.0524123825556	0.0533909949444	0.0533993663889	0.0528210671111	0.0547978275556
k	0.0523477143333	0.0523223504815	0.0523131579074	0.0524901229074	0.0523210458148	0.0525004150556	0.052318662037	0.0527392573704	0.0523121021667	0.0523117899259	0.0526147069444	0.0523113974074	0.0523174402222	0.0523324917407	0.0524319518519	0.0533911356481	0.0533880047963	0.0528377373704	0.0543984818519
ì	0.0523396457778	0.0523226191605	0.0523171366358	0.0525980283025	0.0523309219383	0.0526143050185	0.0523272390123	0.0529918354568	0.0523168273889	0.0523164439753	0.0527948266481	0.0523156871358	0.0523241830741	0.0523447622469	0.052499428284	0.0532614245494	0.0532634635988	0.0527802041235	0.0539410106173
m	0.0523771085926	0.0523618020535	0.0523572308786	0.0527164714342	0.0523752689794	0.0527372533395	0.0523705783374	0.0532191251523	0.0523572081296	0.0523568013251	0.0529676308827	0.0523556823786	0.052364976358	0.0523895434156	0.0525853087613	0.0528713985165	0.0528742551996	0.0527567463745	0.0536056208724
m	0.0524606961975	0.0524459230178	0.0524411769595	0.0527023538114	0.0524541013265	0.0527174694465	0.0524506594458	0.0530679487174	0.0524409283765	0.052440632775	0.0528850346276	0.0524397397929	0.052445528786	0.0524635114719	0.0526073512538	0.0528072471722	0.0527999750665	0.0528024744582	0.0531272579575
u	0.0522633853992	0.0522578950059	0.0522560223198	0.0523439646038	0.0522603181088	0.0523490698155	0.0522591964819	0.0524671885725	0.0522558991255	0.0522557745917	0.0524055592092	0.052255608931	0.0522576575953	0.0522904491573	0.0523124670846	0.0524238270574	0.0524302283555	0.0524675738194	0.0581879063192
e	0.0525889101331	0.0520456913353	0.0518291727733	0.0519751482013	0.0518079037029	0.0519842372718	0.0518028878273	0.0522228388575	0.0517962670418	0.0517958868639	0.0520983664031	0.0517955316437	0.0518005181984	0.0518501623858	0.0519235206949	0.0538149326858	0.0537940294518	0.0527662299398	0.0603077534397
m	0.0521678750444	0.0510380301118	0.0505892862578	0.0507611127338	0.050537528901	0.0507725357573	0.0505290466091	0.0510937242858	0.0505206590139	0.0505191739546	0.0509267054677	0.0505190292146	0.0505261553995	0.0505674547953	0.0507786118983	0.0639384398953	0.0636450798173	0.0556763906466	0.0548931771466
