 	le	melanzane	vogliono	girate	</S>
i	0.19866981	0.198882075	0.201375835	0.200371915	0.20070035
m	0.195466856667	0.195667405	0.200365635	0.207927145	0.20057298
a	0.192122468889	0.192299218333	0.198552608333	0.212934321667	0.204091416667
r	0.182136722963	0.182415846111	0.188171399444	0.196941283889	0.250334745556
a	0.176961684321	0.177470768704	0.182246619815	0.18687283463	0.276448091852
n	0.160850658107	0.162511039568	0.179076376605	0.174314701543	0.323247200617
g	0.154782736036	0.156744739856	0.177971932202	0.168613737181	0.341886806872
i	0.155305792012	0.159266603285	0.208457007401	0.203039832394	0.273930732291
à	0.120822537337	0.123487256095	0.1857548358	0.231244790798	0.338690574097
n	0.0828016964457	0.0819926560317	0.109775471933	0.184824380266	0.540605804699
e	0.0633722408152	0.0702219343439	0.125842997311	0.133418426755	0.607144401566
i	0.0532064902717	0.0612072047813	0.158612259104	0.197351148918	0.529622907189
t	0.0318522826572	0.0330787929271	0.102941682701	0.208986739639	0.623140522396
è	0.0221625281191	0.041845052309	0.0856544739003	0.142733523213	0.707604440799
l	0.0198654979064	0.045522987303	0.0808769499668	0.181712871071	0.672021696933
u	0.0114895946355	0.0220245936343	0.0395013476556	0.182830310357	0.744154148978
n	0.00796283034517	0.0137923912114	0.0224954658852	0.0999427717857	0.855806539659
e	0.00475594004839	0.00697022953713	0.0128087002951	0.112269645595	0.86319548322
v	0.00204864221613	0.00320620661238	0.012584830765	0.216393428532	0.76576690774
o	0.000877934107043	0.00163143647746	0.0112244258217	0.445176792844	0.541089435913
t	0.000426696520681	0.000999292399153	0.00932540750723	0.647966674281	0.341281965304
i	0.000311679506894	0.000764863206384	0.00858537343574	0.66961203476	0.320726081768
m	0.000233287118965	0.000539363222128	0.00521713174525	0.47742872492	0.516581500589
m	0.000174616196322	0.000375807895709	0.00436099058175	0.24357550164	0.751513066863
è	0.000152178755441	0.000261720530236	0.00763343219392	0.253243407213	0.738709222288
n	0.00014551613048	0.000261028446745	0.00821197956464	0.287182402404	0.704199057429
e	8.00851974933e-05	0.000249461315582	0.00412119268821	0.431253757468	0.56429550581
</S>	6.05808117466e-05	0.000266720637791	0.0036426398441	0.605011503734	0.391018557905
