 	la	casa	la	costruiscono	i	muratori	</S>
t	0.14270593	0.1427615	0.142725515	0.142937205	0.14278169	0.14295523	0.143132925
o	0.13879009	0.138905563333	0.138813111667	0.139756258333	0.139048716667	0.1414128	0.163273458333
s	0.130138193333	0.131879341111	0.130915075556	0.140922339444	0.133823165556	0.145633923333	0.186687949444
p	0.121800625778	0.124024775037	0.122829976852	0.137703249815	0.127209456852	0.142890554444	0.223541316481
ì	0.121012503259	0.121785839679	0.121346118951	0.129851936605	0.123843277284	0.132856328148	0.24930392216
t	0.122658891086	0.12739028656	0.12462738965	0.133251795535	0.126275659095	0.143798639383	0.221997297387
i	0.119252140362	0.125388708853	0.121709171883	0.132371418512	0.123558298365	0.144946106461	0.232774159129
t	0.111885263454	0.117687016284	0.112894747628	0.128226209504	0.116737741455	0.13649344882	0.276075593043
o	0.0963717711513	0.104501742095	0.0967590842093	0.134228086501	0.105871300485	0.134133191607	0.328134824348
f	0.0795768190504	0.0902269840317	0.0804944547364	0.167768538834	0.109620373495	0.155680482536	0.316632318116
a	0.0650419683501	0.0772451160106	0.0669975849121	0.207037046278	0.109672652832	0.157671844179	0.316333762705
b	0.0522508807834	0.0653539050035	0.0558211689707	0.225775012093	0.110831765944	0.16415270806	0.325814557568
b	0.0438942759278	0.0541819513345	0.0473671183236	0.208126820698	0.121946018648	0.233658489353	0.290825329189
r	0.0535312829759	0.0570997417782	0.0542730641079	0.153456633566	0.108597299549	0.214872843118	0.358169136396
i	0.0633662476586	0.0720428705927	0.0594774567026	0.116345667855	0.082101957183	0.129692964373	0.476972832132
k	0.0476766338862	0.0602445195309	0.0424083055675	0.104650705952	0.0678360963943	0.120444831458	0.556738910711
è	0.0293202269621	0.0367843948436	0.0264788148558	0.081166173984	0.0541261814648	0.105237937153	0.666886270237
o	0.0179608541874	0.0228797306145	0.0169628119519	0.0762832599947	0.0359594308216	0.0813293523843	0.748624543412
n	0.0137150979291	0.0206830705382	0.0159793073173	0.101155179998	0.0624701862739	0.152611170795	0.633386001137
e	0.0105578773097	0.0172754978461	0.0132878033391	0.092629232666	0.0697410354246	0.177258936932	0.619249633712
i	0.0059622572699	0.0094239799487	0.00767860414637	0.0670099135553	0.0421170661415	0.178135858977	0.689672311237
f	0.00737840725663	0.0130377476496	0.0124085091821	0.0626602411851	0.0690220613805	0.229998306326	0.605494737079
a	0.00687295388554	0.0128136673165	0.0123117668607	0.0466102760617	0.0744561194602	0.277770502109	0.569164725693
b	0.00367450956185	0.00749162647217	0.00695878075357	0.0334716720206	0.0526550588201	0.271338034036	0.624410301898
b	0.00300595255395	0.00731294175739	0.00735396891786	0.0866779850069	0.124195896273	0.254772378012	0.516680873966
r	0.00297999715132	0.0065234805858	0.00573027023929	0.116562905002	0.141245880091	0.217494709337	0.509462784655
i	0.00245174245044	0.0041912700286	0.00273925957976	0.0733776350007	0.063454059697	0.204631726446	0.649154328218
k	0.00263621458348	0.0050710071762	0.00213478775992	0.0488310916669	0.052934506899	0.206491850482	0.681900542739
a	0.00227908990116	0.0049471562054	0.00167798413997	0.033838205089	0.054273295633	0.350409138494	0.55257512758
t	0.00328036140705	0.0100956555485	0.00668508393332	0.042550589563	0.0836037465443	0.479780086165	0.37400447586
ò	0.00538603196902	0.0155393161828	0.0103874611111	0.0516856331877	0.0988456311814	0.346746245388	0.47140967862
r	0.00409506425634	0.00997970539427	0.00620956373703	0.0337817500626	0.0767173327271	0.299823978463	0.569392592873
i	0.00194148821878	0.00441196184142	0.00290017607901	0.0211632395875	0.0641277385757	0.418420546154	0.487034837624
</S>	0.00119519690939	0.00240364598571	0.0017465344395	0.0113699456438	0.0444386157879	0.511143173077	0.427702878812
