 	non	ti	dimentichiamo	mai	</S>
e	0.195540985	0.19635804	0.21278411	0.19770943	0.197607415
s	0.193664351667	0.19485309	0.2172064	0.19651506	0.197761105
e	0.186694927222	0.189769576667	0.229826686667	0.193350083333	0.200358748333
a	0.140419292407	0.163505992222	0.325061392222	0.181421367778	0.189591979444
l	0.100512446136	0.134181734074	0.443457927407	0.167214532593	0.154633379815
l	0.128664460712	0.147482218025	0.397255302469	0.172173467531	0.154424549938
i	0.113643088571	0.128640555008	0.238430814156	0.178863869177	0.340421686646
m	0.0539693945237	0.077086832336	0.353886978052	0.160420086392	0.354636721215
o	0.0292260905079	0.0572362964453	0.431337649351	0.142557495464	0.339642466072
n	0.0202341521693	0.0600609448151	0.365771533117	0.134628805155	0.419304555357
ù	0.0179461510564	0.064541831605	0.302660891039	0.113669210052	0.501181905119
m	0.0171741663521	0.0623969968683	0.189187970346	0.0830614393507	0.648179421706
e	0.0127756619974	0.0459413076228	0.124858268049	0.0870812641169	0.729343483902
m	0.0051190287458	0.0378471228743	0.081093407283	0.127988578039	0.747951837967
à	0.00291523218193	0.0380555742914	0.0712912750943	0.15625028268	0.731487632656
i	0.00153054940398	0.0170384833971	0.0299170186981	0.207179920893	0.744334040885
</S>	0.00080355911699	0.00927291464855	0.0158483308491	0.252229820446	0.721845385442
