 	lo	sentii	che	viene	</S>
t	0.199183695	0.19971035	0.201050105	0.200314885	0.19974095
o	0.197040721667	0.19835792	0.203163081667	0.198707308333	0.202730963333
n	0.182198990556	0.19433452	0.207712517222	0.194255296111	0.221498687778
ì	0.167489476852	0.18678733	0.197897539074	0.18554655537	0.262279115926
k	0.132398728951	0.17241182	0.218575696358	0.202711845123	0.273901918642
u	0.0976258316503	0.171816313333	0.216766558786	0.185397975041	0.328393299547
s	0.0664390869834	0.132923462778	0.213656126262	0.23315598168	0.353825326516
a	0.0258983395278	0.062664005926	0.174445250421	0.227491349227	0.509501055505
n	0.0132041149426	0.037071393642	0.153261571807	0.254678138409	0.541784778502
a	0.00755385723753	0.0229763263473	0.136618038802	0.289306872803	0.543544886167
r	0.00277379760251	0.0108667724158	0.0736607598007	0.227814267601	0.684884378722
t	0.0013539280475	0.0102567283053	0.0700998812669	0.190216825867	0.728072642907
i	0.0007801484525	0.00733599420177	0.061326843089	0.267632061956	0.662924954302
</S>	0.00045514251125	0.00374137825088	0.0599670515445	0.407628080978	0.528208337151
