 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.97626235	0.0177049955	0.0015865326	0.0020548034	0.00052868282	0.001270658735	0.000591958325
i	0.96303383	0.0257636478333	0.00160909883333	0.0033740682	0.00119264840667	0.00471826691167	0.000308461937
ù	0.675761013333	0.295242772611	0.00405051001111	0.003573255	0.00359077066889	0.0152430663039	0.00253865187433
m	0.274054778778	0.67535830087	0.0123580650037	0.00311514453333	0.0107345035563	0.0203810201013	0.00399825619144
è	0.102107476926	0.83650805029	0.0240973030012	0.00325651171111	0.0184938661854	0.0134380465338	0.00209879776248
s	0.0375721264753	0.852059490097	0.0668498290004	0.0064557439037	0.0159228295285	0.0191984886779	0.00194150598616
a	0.0209869756584	0.633042786699	0.235285596333	0.0194764489679	0.0620116173095	0.0266389728926	0.00255760602872
è	0.0139885324195	0.302060381566	0.479956662111	0.094653679656	0.0853956041032	0.0205766364642	0.00336848957624
n	0.00646234693983	0.121219606522	0.63131762737	0.169075806552	0.0485525633677	0.0199301649881	0.00344187065875
a	0.00891088157994	0.0905553155073	0.52821412579	0.196681685517	0.145217401456	0.0261522866627	0.00426828935292
v	0.00954780852665	0.0663067045024	0.299841545263	0.417904445172	0.176179093152	0.0257482515542	0.00447214345097
à	0.00441034244222	0.0251307256008	0.153333975754	0.689921215057	0.108069757051	0.0171006565181	0.00203335919699
l	0.00245201118074	0.0111367848669	0.0913920025847	0.754889588352	0.118449885684	0.0180099881727	0.003669786779
i	0.00575081716025	0.0232847985223	0.0719930728616	0.578905929451	0.284219151895	0.0244827053909	0.0113635592597
è	0.00784584872008	0.0282783129408	0.0421058572872	0.354946209817	0.530759993965	0.020878858297	0.0151849030866
n	0.00437015970669	0.0117741411803	0.0209223035957	0.260860899939	0.653992451322	0.0360848372657	0.0119951633622
a	0.00502996220223	0.0226093424934	0.0154150413652	0.188429503313	0.707883483774	0.0437993667552	0.0168332771207
t	0.00606991920074	0.0264088970978	0.0132158052884	0.126585507771	0.638119101258	0.170063636585	0.0195371277069
a	0.00882032636691	0.0270436566326	0.0161320455961	0.084367773257	0.629224473753	0.219942503528	0.014469191569
p	0.00930995778897	0.0270941164775	0.016485536732	0.0507092307523	0.523610034584	0.358480039176	0.014311025523
p	0.00468487816299	0.0107082313925	0.00667207311067	0.0210205119174	0.301637364861	0.636209669725	0.019067224841
è	0.002988244321	0.0073623535975	0.00409341703689	0.0133546099725	0.276362844954	0.674673423242	0.021165090947
t	0.00174277508367	0.00529366994583	0.0025495727023	0.0101258531908	0.264129714985	0.616112727747	0.100045688982
o	0.0363391076379	0.0496395418953	0.0473143902574	0.0325247875969	0.253138324995	0.448281569249	0.132762257994
</S>	0.0715448738189	0.0964333809476	0.0931255301287	0.0576664087985	0.269552912498	0.326749994624	0.084926851497
