 	mia	figlia	vuole	andare	</S>
i	0.811073315	0.00885481485	0.046778073	0.06960302875	0.06369076
k	0.505309586333	0.11847325385	0.214712013	0.09680751625	0.064697632
i	0.194718301444	0.371717034617	0.308265554333	0.09070595875	0.0345931626667
a	0.103495106148	0.596659344872	0.167819382444	0.0867396829167	0.0452864888889
t	0.051657336916	0.571470404957	0.226128981815	0.0899681726389	0.0607750972963
è	0.0220446468387	0.610111674986	0.254895820605	0.0715821805463	0.0413657084988
r	0.0115647565129	0.803248524995	0.115912190868	0.0514257658488	0.0178488552329
a	0.0374639324043	0.692922541665	0.139336877623	0.111636366283	0.0186403430776
m	0.0584398641348	0.505708657222	0.195418479208	0.206408478761	0.0340245316925
u	0.0509878547116	0.372908049074	0.280410476403	0.238678196254	0.0570154052308
i	0.0442794959039	0.197259584025	0.497293088801	0.196923692085	0.0642440964103
t	0.0268148833013	0.085068328675	0.638863646267	0.209325727362	0.0399273693034
è	0.0132103944338	0.035952269225	0.698304582089	0.235093482454	0.0174392392678
l	0.0061114748446	0.0184060669083	0.613401667363	0.344611974151	0.0174688040893
i	0.0210363076482	0.0534131361361	0.444558269121	0.46091393805	0.0200783610298
n	0.0263555804827	0.064429319112	0.27301333204	0.62058039935	0.0156213961766
a	0.0371073824276	0.0835689467707	0.166320173013	0.697226869783	0.0157766545589
p	0.0421217147092	0.0906153790569	0.126035953138	0.724871006594	0.0163559541863
à	0.0222452581364	0.0506205231523	0.121203293179	0.775329768865	0.0306011697288
i	0.0380944220455	0.113396734384	0.157583464393	0.495689768288	0.19523561991
</S>	0.0557193360228	0.172425942192	0.137951872197	0.291541552144	0.342361274955
