 	tu	quante	bottiglie	hai	rotto	dieci	</S>
e	0.766883	0.1953833735	0.00231531225	0.00103877478	0.00247719661	0.02309623565	0.00880612828
s	0.459039385667	0.499896497833	0.00257304858333	0.00142148482667	0.00269211467	0.02424486265	0.0101325850933
ù	0.216455700889	0.757131482611	0.00439728519444	0.00123278920889	0.00216177459	0.0134455959833	0.00517533209777
p	0.14147111463	0.836735074204	0.00749782389815	0.0012123224363	0.00190211039667	0.00905492199443	0.00212666215259
ò	0.06686422121	0.909108821401	0.0146865641327	0.0019138339121	0.00161032079889	0.00488275883148	0.000933503680197
s	0.02887749907	0.912710670467	0.0315472257109	0.00433277963737	0.00585078663296	0.0138442967772	0.0028367543694
e	0.03926306969	0.746777290156	0.089944407237	0.0564140778791	0.033075417211	0.0286701435924	0.00585564102313
b	0.0398413531967	0.459840166719	0.344900442412	0.0835644076264	0.039515276837	0.0271183351975	0.00522002820771
o	0.0241148163656	0.22841487224	0.600334430804	0.0557810018755	0.0221187967123	0.0421017950658	0.0271342776026
t	0.0186743657685	0.09556071608	0.732021110268	0.0579753616252	0.0151532073041	0.0458714300219	0.0347438090009
t	0.00741050890283	0.0371342716933	0.844969436756	0.0505471542084	0.0113911535014	0.0347139180073	0.0138336125336
ì	0.00400533966761	0.0153616830644	0.875073122252	0.0486021150695	0.0197496711671	0.0314965933358	0.00571152646953
g	0.0020394700092	0.00669840888813	0.862914397417	0.0738352733565	0.0263657830557	0.0253128947786	0.00283374604818
l	0.00108046198973	0.00299495677938	0.704788302472	0.0884912694522	0.0544305363519	0.116693539593	0.0315209160161
i	0.00214933489658	0.00215190034313	0.397288274157	0.302618626484	0.112542665451	0.141705820198	0.0415434109054
e	0.0117189039655	0.00427295508104	0.215663501386	0.450301228828	0.144603418484	0.138818957066	0.0346210702018
ì	0.0147306934218	0.00467682046035	0.135601890462	0.552718116276	0.114016976161	0.135840966355	0.0424145224006
s	0.0063114084506	0.00236389475012	0.0539719158207	0.734769438759	0.118149905387	0.0584127761183	0.0260206095002
e	0.00337156669353	0.00217386301337	0.0263427019402	0.712377596253	0.204939245129	0.0314692673728	0.0193257305334
g	0.00273242663118	0.00225020840446	0.0177134236467	0.553513115418	0.331814148376	0.0729805311243	0.0189961378445
l	0.00167324657706	0.00114283360149	0.0142668878822	0.352930481806	0.483513826125	0.131836243708	0.0146364752815
a	0.00231777615902	0.00174663273383	0.0104209361607	0.260077133935	0.607902765375	0.100167716569	0.0173670740938
m	0.00245026191967	0.00181754297461	0.00684277792023	0.168603698312	0.548718651792	0.251327170856	0.0202399086979
m	0.00300376807322	0.00162043552154	0.00740584164008	0.0827069164373	0.569853223931	0.316227876952	0.0191819042326
è	0.00323822392441	0.00257206237385	0.00937555178003	0.0669369261458	0.76062135131	0.144067986651	0.0131878705109
n	0.00144867103947	0.00197073679628	0.00614033982668	0.0587230440486	0.80602039377	0.0875868665503	0.0381099212703
a	0.0145216090778	0.0164850470704	0.0149589232756	0.16366499935	0.682242197923	0.0579682678501	0.0501589540901
d	0.0189197878593	0.0213058933145	0.0176417464919	0.180196674717	0.412104040974	0.310828871617	0.0390029583634
è	0.0107348477864	0.0102692240625	0.016565777564	0.111574423172	0.400722455325	0.417860743872	0.0322724694545
k	0.00797162384713	0.00660854262083	0.0162589921047	0.0901754223907	0.486410395108	0.356775367957	0.0357996318182
a	0.0282108578674	0.0211366648069	0.0281262936182	0.14354532213	0.406798985036	0.325752157986	0.0464296906061
</S>	0.0524035364337	0.0389152044034	0.0477755268091	0.238509211065	0.392901657518	0.187549581993	0.0419452303031
