 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
i	0.526940575	0.251591545	0.011337596	0.012947792	0.02159428485	0.0015921269	0.02164011125	0.0118174252	0.08564994345	0.05488853963
a	0.222834434167	0.538641855	0.0134012733333	0.00950549593333	0.0299376586167	0.00438068193333	0.0221688764167	0.0149381484	0.0869822129167	0.0572093378767
d	0.0759507016357	0.803779738333	0.0186034717778	0.00586902497778	0.0189880202722	0.00441267964111	0.0107590386389	0.00848742465333	0.0309482255656	0.0222017016256
e	0.0299279617919	0.893562212778	0.0215448512593	0.00821645072593	0.00875466049073	0.00263793497704	0.00641437671297	0.00573881873778	0.0106393919585	0.0125634052085
r	0.014384304884	0.902242570926	0.0386065717531	0.0128461729086	0.00530137103024	0.00203196637035	0.00661430490432	0.00483769147926	0.0039742957295	0.00916083499283
f	0.00689871608133	0.887849190309	0.066420907251	0.0121796813695	0.00393351054341	0.00101271449145	0.0128658359681	0.00278512249309	0.00225651114317	0.00379788098761
ì	0.00594474226044	0.865055363436	0.094086892417	0.0071393860565	0.00846816951447	0.00083313547715	0.0129600302227	0.00232837506436	0.00148464461772	0.0016992922662
m	0.00484849898681	0.861851901145	0.0906144208057	0.00683653305217	0.0106706165048	0.00578339771572	0.00835174530757	0.00729278715479	0.00136254437591	0.00238759645907
m	0.00549197482894	0.671648313715	0.0973211736019	0.0316867661841	0.0200795698349	0.0386500825719	0.0279028721025	0.0726483190516	0.031084279492	0.00348671498636
u	0.00664890510965	0.331869801238	0.239228627867	0.108315938728	0.0510220976116	0.0455674398573	0.0737186873675	0.100748129684	0.040698247764	0.00218219318212
f	0.00492409640322	0.134557799413	0.496002679289	0.151586132909	0.0542767882039	0.0176533192191	0.0729749657892	0.047821876428	0.0186274548547	0.00157494691404
è	0.00320643973441	0.055498806471	0.65157411643	0.158189467636	0.0502485817346	0.00951863790637	0.0386304382631	0.0209618235093	0.0108581587516	0.00131352625801
t	0.00354220287814	0.031323571157	0.625582232143	0.165780722545	0.0642351872449	0.0593845072021	0.0243788830877	0.0170472963364	0.00621174338387	0.00251362223934
i	0.00458603135938	0.0291100810523	0.469538910714	0.234513737515	0.0856450090816	0.077936329734	0.0716100983626	0.0182935251121	0.00524886066129	0.00351738884645
p	0.00444588565313	0.0216330517508	0.387464023571	0.328089022505	0.116687303027	0.0349460619113	0.0876567911209	0.0127452488374	0.00430296482043	0.00202963238215
ò	0.00335717321771	0.0101103104503	0.38619984119	0.331337130835	0.192807844342	0.0222993813038	0.042783056707	0.0068231427458	0.00339001214014	0.000892119820717
r	0.00221706827257	0.0066264381501	0.321410947063	0.277945846945	0.268321104781	0.0850858797679	0.028286508569	0.00609545758193	0.00279986844671	0.00121091136691
k	0.00228756439086	0.0041712940167	0.223578159021	0.226382522315	0.217968276927	0.217636173256	0.0246954211897	0.0276255905273	0.0294897374156	0.026165297389
e	0.00251997199695	0.00544586910557	0.10511522534	0.251622944105	0.207084434309	0.210790917752	0.106385687063	0.0393780278424	0.0379339226385	0.0337230123297
t	0.00189384519898	0.00503136625519	0.0527897961133	0.336356184702	0.24515146477	0.169688279251	0.134246553688	0.0222925588475	0.0205521320462	0.0119978177766
e	0.0104620502997	0.0126328219717	0.0438456540378	0.262895336901	0.368009058257	0.166433866417	0.0802043312293	0.0233985371825	0.0176885718487	0.0144297663922
e	0.0181344390999	0.0176764276572	0.0284788414793	0.158221737634	0.359305726086	0.216797112139	0.119834575743	0.0460045947275	0.0115924419829	0.0239540994641
n	0.0137852230333	0.00959378011907	0.0129144764931	0.203507732545	0.242899865362	0.24010360738	0.208189968581	0.0425043080092	0.00866435852763	0.017836679788
a	0.0140575650111	0.0215688706064	0.0205925946977	0.158413906515	0.319828228454	0.162945099127	0.238385356194	0.0349719534364	0.0155768365092	0.0136595895627
s	0.0159171680037	0.0252149172021	0.0226259325659	0.0759484191717	0.311055682818	0.186736823042	0.289293445398	0.0385200601455	0.0213395708364	0.0133479757209
