 	è	che	stanno	ancora	svegli	</S>
è	0.944749365	0.052737903	0.0008239464	0.00035588018	0.00093032154	0.000402520265
n	0.850983085	0.144183371	0.00276932953333	0.000834659943333	0.000822465266667	0.000407055015
a	0.556904255	0.409822030333	0.0216191563778	0.0108374231811	0.000426557988889	0.000390567161667
s	0.226454928667	0.658752976778	0.0956600471259	0.014524493127	0.0021110415763	0.00249651874389
t	0.0821133862223	0.745014192259	0.155751869042	0.00825654957567	0.00527487142543	0.00358912774796
a	0.0442586307408	0.601720464086	0.331869286347	0.0157011679919	0.00473839707514	0.00171205117265
t	0.0287198026803	0.308554576695	0.624356682116	0.0193554259973	0.00712831029171	0.0118852198142
ù	0.0122954033268	0.137705062232	0.796291160705	0.0304558863324	0.00777858457724	0.0154738854714
n	0.0062419821756	0.065126662744	0.870798420235	0.0412517831108	0.00686350667241	0.00971768169047
e	0.0120174414585	0.041387538248	0.693647513412	0.235835806037	0.00682295835747	0.0102887962302
a	0.0238968424862	0.0302053117493	0.337588744471	0.320240605346	0.269333579252	0.0187349160767
n	0.0212290378287	0.0191535775831	0.134182568157	0.191594888449	0.606792859751	0.0270470756922
k	0.0601471296096	0.0720261771944	0.197146549386	0.188445302816	0.463464561584	0.0187703023974
ò	0.0708982634699	0.0867284387315	0.207305677462	0.456663807605	0.169958059195	0.0084457882658
r	0.0244101410566	0.0296600655105	0.0773014598207	0.639329395868	0.221258766732	0.00804017372193
a	0.0168294366522	0.0175676024368	0.0720019482736	0.641461408623	0.235391344577	0.0167482209073
a	0.0451298955507	0.0331116568123	0.0839670200912	0.525689119541	0.245492500526	0.0666097769691
t	0.0511824365169	0.0373738162708	0.0533585720304	0.23614035718	0.538705413509	0.083239393323
s	0.053787716839	0.0488659030903	0.0624100606768	0.308453669727	0.479509363503	0.0469732801077
ù	0.057307075613	0.0526211890301	0.0957813235589	0.525707956576	0.188869193501	0.0797132480359
n	0.0271251763277	0.02421099251	0.069656706953	0.390546914192	0.372242897834	0.116217289345
n	0.00977047279923	0.00889238527	0.0281594319177	0.165560096731	0.448401505945	0.339216083115
i	0.0185183221664	0.01584351069	0.112089137806	0.245329552244	0.217122866648	0.391096584372
t	0.0210575299888	0.0176369518633	0.136201329122	0.245003760715	0.209051960216	0.371048434791
i	0.0681411875963	0.0522384675878	0.147798066227	0.193279846872	0.178651830739	0.359890605597
</S>	0.125594188798	0.0954466937939	0.227218123113	0.263386183436	0.0958419913695	0.192512868798
