 	io	non	ho	cosa	da	mangiare	</S>
e	0.99271797	0.0011402982	0.000789074075	0.0001730691225	0.00034170914	0.00123311355	0.00360488455
v	0.986037123333	0.000905195556667	0.000927799175	0.000162754053167	0.000349534936667	0.00629736858333	0.00532028471667
ò	0.973274874444	0.00880122414222	0.001911403225	0.00120375535006	0.00120673920222	0.00920954666111	0.00439242517222
e	0.713107264815	0.0203314403807	0.0143011317417	0.04449590315	0.0274968244674	0.0385165773537	0.141750785324
n	0.342318631605	0.0173104765602	0.269108501914	0.0588196109167	0.0382453621558	0.0740474324512	0.200149943775
è	0.161463093868	0.0132617999534	0.620870147305	0.0319229821722	0.0258672943853	0.0659702781504	0.0806443652583
c	0.0673057772893	0.0128375977511	0.673617715768	0.0679001460574	0.0346583294618	0.112242816717	0.0314376180861
h	0.0240303406131	0.00880777515037	0.438219751923	0.360753362019	0.0370669541539	0.116510087139	0.0146117668954
o	0.0100299804877	0.00930914851679	0.208722090641	0.502590190673	0.149536750718	0.111832833946	0.00797901749847
t	0.00610263772923	0.0095382465056	0.112449566214	0.415236376891	0.226313050239	0.219902147982	0.0104579398328
i	0.00607991170974	0.0265672885019	0.088660714738	0.30857536563	0.266399283413	0.280552975994	0.0231644452776
è	0.00990626490325	0.0405125971673	0.106219514913	0.119358173543	0.360189907804	0.301104668665	0.0627089084259
n	0.00795292880442	0.0242080961458	0.0687464784377	0.0454760343477	0.448149149268	0.338174226222	0.067293143142
a	0.00467949527147	0.0218200914719	0.0563842962792	0.0265559962826	0.398405749756	0.442363612074	0.049790786714
f	0.00358151291049	0.0211294319573	0.0513607991931	0.0188095581942	0.223851859919	0.641466057358	0.0398007460713
à	0.00163926085683	0.00953931425243	0.0227874891644	0.00755356049807	0.12577852664	0.815989642453	0.0167121429904
o	0.00251846331894	0.0756910635508	0.0794332653881	0.0225884884994	0.110781732213	0.684328504151	0.0246584201301
</S>	0.00362483335947	0.143368716775	0.139336417694	0.0400691092497	0.143037656106	0.492046717075	0.0385164900651
