 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.60849788	0.0058063215	0.273615135	0.0280678095	0.0574609477	0.01983777635	0.00671409895
à	0.315987426	0.0051956985	0.572454571667	0.0262642231667	0.0555838982667	0.01797936143	0.00653483622
b	0.107367928433	0.0098901305	0.838355407222	0.0131846150556	0.0213943925889	0.00744826579	0.00235928541
b	0.0621883432443	0.266016058833	0.636863852407	0.0106588640185	0.0131921169963	0.00793659726333	0.00314415903667
i	0.0568179744148	0.556899552944	0.351413917469	0.0132141513395	0.0108595243321	0.00741316355444	0.00338168425222
t	0.0304240293716	0.443512530981	0.427478729156	0.0537702387798	0.0162659581107	0.0270374789848	0.00151105032407
o	0.0583396310239	0.36152422366	0.430938033052	0.0836037812599	0.0226235567036	0.0347440104616	0.00822684457469
u	0.0725049803413	0.291411016553	0.252814724351	0.30536735542	0.0302513222345	0.0186342959539	0.0290163748582
k	0.0292860465804	0.101876581751	0.129201714784	0.64194158514	0.0366948787448	0.032356798318	0.0286424015427
o	0.0237062829935	0.0487581291503	0.065052074928	0.73831972838	0.0501139249149	0.0380151564393	0.0360346517709
r	0.0218204243212	0.0296540528168	0.033994179976	0.775562826127	0.0586621359716	0.0415053878131	0.038800940157
a	0.0112291994304	0.0127135271723	0.0164344857587	0.835396658709	0.0588126263239	0.0411708126044	0.0242426929523
s	0.00765941384347	0.0066634914141	0.00776331868623	0.826194052903	0.077946847108	0.0544023642015	0.0193705298508
ì	0.00321707531449	0.0031791477947	0.00354223811208	0.782134864301	0.126063607369	0.0737363270672	0.0081267217836
u	0.00206020753816	0.0023817827649	0.00219788825403	0.660978994767	0.254018499123	0.0717800780224	0.00658254489453
t	0.00121590736939	0.00137536122163	0.00196733355134	0.435390198256	0.382208473041	0.172589322674	0.00525343863151
è	0.000710761689797	0.00088977260721	0.00125347545045	0.237713759419	0.51136111768	0.244569834225	0.0035012884105
l	0.000399979996266	0.000687615005737	0.000598796326817	0.126428961806	0.547960449227	0.318615358075	0.00530882733683
i	0.00257205695509	0.0115636381719	0.000561845418939	0.0810052442687	0.469405426409	0.406059952692	0.0288318571123
à	0.00340301268503	0.0153244634806	0.000868816406313	0.0591832997562	0.407530668803	0.478423264231	0.0352665004708
s	0.00124941867818	0.00525879493377	0.000632758906104	0.0274878407187	0.268216066268	0.68270569141	0.0144494633236
p	0.000638725255893	0.00284196086149	0.000340037132701	0.0346943110396	0.209918715423	0.725902933803	0.0256633621745
r	0.000441859313964	0.00205097140383	0.000245962602567	0.0369380687532	0.178648400808	0.607675924601	0.173998836725
o	0.000383898296655	0.00382450771794	0.000297013399189	0.0236794453244	0.103897227269	0.644876394867	0.223041532242
</S>	0.000534255013327	0.00659842435897	0.000453435249594	0.0287609186622	0.101493275635	0.721859027433	0.140300696121
