 	lo	sentii	ee	che	arrivava	</S>
t	0.92568655	0.00860110265	0.0159455385	0.00597059715	0.0131542361	0.0306421203
o	0.602902780667	0.251133137217	0.0248344475	0.0530019187167	0.0361076123667	0.0320201617667
n	0.209174022889	0.346484064072	0.246780478167	0.0711312929056	0.110693000789	0.0157371342556
ì	0.079650908963	0.427207113024	0.332004329389	0.0357734006352	0.116834583263	0.0085296926952
k	0.0338462511543	0.749213057675	0.141871126463	0.0212815232117	0.047812318421	0.0059757695084
u	0.0216273105514	0.659416835892	0.200150788821	0.0693246677372	0.0427936104737	0.00668682583613
s	0.0165687578371	0.469470461964	0.343236729607	0.100442875912	0.0660383801579	0.00424281512538
a	0.0126731262657	0.344170210655	0.457385243202	0.101982625304	0.0758687867193	0.00792001155513
e	0.0197462010886	0.184560500218	0.430063357734	0.260166275101	0.0680083162398	0.0374553905184
e	0.0179845796962	0.110150204739	0.248427043911	0.4417810917	0.0964074794133	0.0852496568395
k	0.0131336320654	0.087470092913	0.151354820637	0.498473710567	0.171157989804	0.0784097772798
a	0.0181240865218	0.072956091971	0.160596891546	0.460924710189	0.246859026601	0.0405391830933
è	0.0167180299073	0.0310178931237	0.149797877849	0.325387063396	0.434752875534	0.0423262553644
s	0.00687390538243	0.0125210199079	0.0669375110497	0.226456691132	0.650019641845	0.0371912039548
t	0.00382340604081	0.0083727743693	0.0320936591166	0.291261953711	0.570891397282	0.0935567648183
a	0.0040185411136	0.0087496263231	0.0260090240389	0.263054479904	0.583403299094	0.114765010606
z	0.00281380830453	0.00725669344103	0.0158932027963	0.116872546301	0.760830253031	0.0963335025353
z	0.00343389000151	0.0103497646137	0.00908545571543	0.0790369981003	0.690832784344	0.207261110845
e	0.0131122451672	0.0204980555379	0.0391174119051	0.0888413243668	0.628238008115	0.210192949282
</S>	0.0211097755836	0.0273982637689	0.0683163359526	0.0930784921834	0.656898804058	0.133198323141
