 	le	melanzane	vogliono	ee	girate	</S>
t	0.97706372	0.0057598255	0.00662162345	0.00205090905	0.0026340652	0.00586987675
e	0.97624986	0.00494439716667	0.00668143375	0.00254782465	0.00402861406667	0.00554787357333
s	0.852201716667	0.0699964226222	0.0471070503833	0.02369454335	0.00368259822222	0.00331761184778
m	0.606802682222	0.233599237541	0.0935084567944	0.0513835577833	0.0116313490741	0.00307470334926
a	0.525205727407	0.336523392514	0.0750513855981	0.0428017535944	0.017726438358	0.00269132458309
r	0.386644524802	0.457425387505	0.0827400985327	0.0609119488648	0.00960862923267	0.00266943659436
a	0.184661203934	0.627256482502	0.0861529728442	0.0697382642883	0.0150341091909	0.0171569668648
n	0.106299574745	0.758685180834	0.0586026592814	0.0382293770961	0.016749535299	0.0214336625549
g	0.0373427808817	0.868577660278	0.0481882234271	0.0262814473654	0.009695063335	0.00991485795163
i	0.0261406734939	0.892869886759	0.0357615391424	0.0203305114551	0.0153991567783	0.00949824181721
à	0.0234889728313	0.818496162253	0.102985309047	0.0258421041517	0.0184976835928	0.0106897286057
n	0.0108691828104	0.749384720751	0.168158396349	0.0310014013839	0.0286425608643	0.0119436982019
e	0.0138573511368	0.547942223584	0.21061357545	0.171410725128	0.0307655067881	0.0254105700673
t	0.0146991626123	0.246522311861	0.46228289515	0.236238135043	0.0145944085827	0.0256630697224
è	0.0060054278041	0.11266212462	0.70362751505	0.161184431681	0.00712151301423	0.00939901890747
l	0.00269423734137	0.07539791254	0.72219573835	0.132336317227	0.0561519380047	0.0112239109358
u	0.00411479132046	0.0533752188467	0.55700077945	0.289573072409	0.0741986880016	0.0217375166453
n	0.00477864927349	0.0262728835489	0.480316159817	0.43645702747	0.0322232766672	0.0199520475484
e	0.00492658609116	0.0228928614496	0.432408169939	0.49785523249	0.0214440805557	0.0204730961828
e	0.00757098569705	0.0324568978165	0.240279303313	0.56300456083	0.0749839165186	0.0817043513943
e	0.00905568589902	0.0283408366055	0.153638061104	0.567440470277	0.108843292173	0.132681647131
v	0.0153075922997	0.0253461128685	0.139335690368	0.627692923426	0.0948600107243	0.0974576590437
o	0.0153182600999	0.0393463949562	0.151010163456	0.677826631142	0.0720218699081	0.0444766477812
t	0.0101057397	0.0355123788521	0.119438784485	0.692841300381	0.073637949636	0.0684637906937
i	0.0074112886	0.027959615484	0.072048581495	0.71220258346	0.101233218545	0.0791446762312
m	0.00351951256667	0.0251740225947	0.0461225008317	0.503074353153	0.371738131515	0.0503714714104
m	0.0187267031889	0.0215016162982	0.0400447839439	0.246919936384	0.626486557172	0.0463204064701
è	0.0249121127296	0.0435600054327	0.065455994648	0.304519655461	0.509667592391	0.0518846468234
n	0.00989998044187	0.0390455798009	0.0508747035493	0.262221006487	0.570446170797	0.0675125629411
e	0.0162539090126	0.0337163869236	0.0713920165164	0.271196923496	0.539630653599	0.0678101263137
</S>	0.0275255860063	0.0476800419618	0.116005383258	0.391389611748	0.349972471799	0.0674269331568
