 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.4518375285	0.262259955	0.00151758205	0.0017988098	0.00061920625	0.001437257225	0.0078871436	0.01719822357	0.2554443351
n	0.152975042	0.554690141667	0.00324021721667	0.001417368	0.000703634583333	0.00213813424167	0.00818069506667	0.0214927045233	0.255162059067
è	0.0516712346333	0.837747747222	0.00467274873889	0.001224789	0.000579901761111	0.00180335361389	0.00442965812222	0.0119414538411	0.0859291346557
n	0.0176617392444	0.929675715741	0.012657910913	0.000884053546667	0.00039979676037	0.00137404240463	0.00265246081074	0.00565903694703	0.0290352866852
a	0.0179213226481	0.74142757858	0.153788369304	0.0388647534622	0.00694344972679	0.0177238240682	0.00672034980691	0.00608722264901	0.0105231212951
m	0.019466884216	0.362866239193	0.486590243101	0.0661851521541	0.0160541379089	0.0269173340227	0.00879699096897	0.00835103421634	0.00477194676503
i	0.0160266924053	0.159667382731	0.4933355457	0.230186568385	0.0239382646363	0.0476979806742	0.0130757013563	0.00896539040545	0.00710639905501
l	0.0138558243684	0.0898021569103	0.236293293233	0.363704946128	0.0318849012121	0.0801580602247	0.0146383766854	0.160621616135	0.009040763885
ì	0.00621699968947	0.0357707909701	0.191180561078	0.433112562043	0.0468582287374	0.0651651334082	0.0064764283618	0.210416351378	0.004802922725
s	0.00423149756316	0.01520514029	0.278668087026	0.511300474014	0.0649987762458	0.0338458274694	0.0117826003539	0.0739347924593	0.00603280713833
i	0.00523677185439	0.00765769386333	0.239592038009	0.581531278005	0.0911467754153	0.0240966278231	0.0150282817846	0.0289747429864	0.00673583781278
m	0.00516293151813	0.00479188490444	0.0926075573363	0.719623912668	0.134136715138	0.018911980441	0.0082476059282	0.0135899111621	0.00292752583759
b	0.00392433660604	0.00221536898481	0.0392569687788	0.749241624223	0.176887745046	0.0107007409803	0.00792808364273	0.00845965728737	0.00138544473586
r	0.00484261306868	0.00159862919494	0.0238365629263	0.613844841408	0.312664911682	0.0111830956601	0.0179512942142	0.0128029029958	0.00127510090195
ò	0.00385162933289	0.00109814117498	0.0156577262754	0.473006973803	0.430517337227	0.0398012218867	0.0219104857381	0.0129906017653	0.00116581818398
s	0.00186923018763	0.000642967008327	0.00946250305847	0.481490251268	0.414550839076	0.0531432469622	0.0261364469127	0.0106624170218	0.00204202047799
t	0.00269750626254	0.000428238076109	0.0106878830195	0.428212893756	0.423032473025	0.0336918886541	0.0615211723042	0.0120846376739	0.0276432746927
i	0.00738601685418	0.0033539672587	0.0204897046732	0.298847421252	0.390123824342	0.147031216218	0.0714834851014	0.025392555558	0.0358918077976
n	0.00753583931806	0.00432309951957	0.0198289618111	0.174948703751	0.256012693114	0.302434622073	0.0584864443671	0.158761772853	0.0176678618325
A	0.00297435788935	0.00192386783986	0.0073914510237	0.0759575542503	0.135392597705	0.505303997358	0.055696861789	0.205051520951	0.0103078170608
n	0.00152231357978	0.00114769543995	0.00361381427457	0.0427430060834	0.122173604235	0.593371495786	0.12124048593	0.109623041984	0.00456453507027
n	0.00413543505993	0.000873155339983	0.00733862052486	0.0376500380278	0.161307504745	0.418641228595	0.222653981977	0.082228282328	0.0651717142901
a	0.00748329168664	0.00344842137999	0.0156844215083	0.0558432670093	0.133512938248	0.382063976198	0.208133122326	0.107687877443	0.0861426890967
à	0.0259164008955	0.01461150946	0.0179338431694	0.121724692336	0.0691530990827	0.379290925399	0.111808738275	0.225103649148	0.0344571776989
t	0.0294846313518	0.01577006401	0.0111666057565	0.112570712245	0.0267497780942	0.3160901318	0.0833715285917	0.388245483049	0.0165510679996
s	0.0138935578373	0.00606714329333	0.0104501326188	0.0427086458817	0.0285355140981	0.2780753506	0.190497292864	0.39055328435	0.0392190577665
e	0.0108021196124	0.00390642576444	0.0164376578729	0.0377119336272	0.0391661756994	0.226764643533	0.211514367621	0.402518338117	0.0511783252555
t	0.00634845330413	0.00265430881815	0.012010781991	0.0330694161424	0.0241407820498	0.153967898511	0.17183129254	0.569208879372	0.0267681897518
ù	0.00274807276804	0.00129439076938	0.004570283097	0.0116798869908	0.00941443449993	0.072696296837	0.13462216918	0.749485093124	0.0134894089839
o	0.030006362156	0.00464143075646	0.033489347099	0.0274626203403	0.0187193735	0.058553372279	0.0524150218267	0.768026431041	0.00668604292797
</S>	0.058381261078	0.00809662587823	0.0641331565495	0.0486219451702	0.03098290675	0.0671592361395	0.0292103265634	0.68743681552	0.00597768576399
