 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.96843965	0.00526022785	0.011971707	0.00076011282	0.00028651779	0.000593944515	0.00639703025	0.00629078548
è	0.97105585	0.00567180551667	0.0114964531667	0.000471762453333	0.000271365056667	0.000495331373	0.00443453351667	0.006102861524
l	0.9556393	0.0206233365056	0.0099444688889	0.00128309111778	0.000715974885556	0.00126209759233	0.00282126787222	0.00771045270533
o	0.6717385	0.229310497502	0.00866189446297	0.0488018922059	0.0114658826285	0.00836128429744	0.0109074967241	0.0107525362351
k	0.278434233333	0.562239622501	0.0394734069877	0.0674588260686	0.0148236411762	0.0129598990991	0.0157841405747	0.0088262304117
a	0.124456812444	0.6775053675	0.0561942383292	0.0762201473562	0.0205894213587	0.0132495786997	0.0190361438582	0.0127483164706
i	0.0679715170813	0.439094384167	0.350321838776	0.0782741571187	0.0229619362862	0.0102329081999	0.0192250522861	0.0119182110902
M	0.0253030269604	0.201939516389	0.606788739592	0.0924344037062	0.0160806112621	0.0256517197	0.0209641740954	0.0108377899634
a	0.0420380353201	0.14108945213	0.383153975197	0.144994134569	0.0187386330874	0.0382434595667	0.0407662096985	0.190976073988
r	0.0463554788067	0.0768869960433	0.342034510399	0.18089783819	0.0263472570291	0.0239716433556	0.0579859098995	0.245520349729
ì	0.0174633406356	0.0631182240144	0.379703603466	0.335401999397	0.0592958710097	0.0177605779519	0.0439730459665	0.0832833551097
a	0.0108727402119	0.0606957723381	0.286312754489	0.388656493132	0.0572771461366	0.023693230984	0.141721197989	0.0307707021699
è	0.00820321107063	0.032624383246	0.409724371496	0.235947422711	0.0293392148455	0.0225427389947	0.241192822663	0.0204259070566
n	0.00418924095688	0.014780606882	0.459275423832	0.255439205904	0.0353966686152	0.0364344296649	0.176009894221	0.0184745940189
a	0.00600835858563	0.0156512319607	0.260897145277	0.273273678635	0.0351672912051	0.0842816032216	0.114649346074	0.210071367006
r	0.00630078862854	0.0149016349869	0.146931465759	0.154477789545	0.076070938735	0.180243984407	0.148053060025	0.273020345669
t	0.00273733162285	0.00757063852897	0.10379310982	0.0854091698483	0.234490649578	0.183904022802	0.131573897442	0.25052119189
i	0.00462019352095	0.018163404043	0.0353547214067	0.0561947146161	0.271546409859	0.264754055601	0.0826554465807	0.266711077297
à	0.00543893044032	0.0218163670143	0.0205047793689	0.044845029872	0.132738032633	0.2848746832	0.372182172194	0.117600050499
v	0.00232485434677	0.00849644830477	0.0178107534563	0.0195194042907	0.0452420864243	0.1589895724	0.700853457398	0.0467634578997
v	0.000970930962257	0.00327198263492	0.0088557296321	0.0094978395969	0.0319693583414	0.1359771608	0.508140013466	0.3013169823
r	0.000403599485752	0.00140685225164	0.0030830496427	0.00485844807897	0.0301133717805	0.0841988012667	0.177974311822	0.697961527433
i	0.000835908146917	0.00333912689055	0.0018478830329	0.0211155424063	0.0218626539268	0.148946868089	0.188499783607	0.613552169144
</S>	0.00144864867346	0.00588431494527	0.00213825181645	0.0396312797032	0.0236734084634	0.242575519045	0.282440241804	0.402208274572
