 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.75140028	0.184375	0.0091802923	0.00041374383	0.0024155986	0.00165430465	0.00450387265	0.04605685725
i	0.47898761	0.40770673	0.0129271871	0.00553523978667	0.00731169483333	0.00320777588333	0.03574346955	0.0485802640833
n	0.196380975867	0.710592346667	0.0110383770333	0.00703952948522	0.00793627827778	0.00358569416111	0.0442261806833	0.0192005984911
a	0.074553069489	0.877466272222	0.00696519217777	0.00446205905141	0.00373585235926	0.00224438012037	0.0168062313278	0.0137669422937
d	0.0339176552797	0.929109357407	0.00737586589259	0.00360319733847	0.00273904035309	0.00237310810679	0.00896098650927	0.0119207685979
r	0.0180621232099	0.922247019136	0.0113350116309	0.00213902736749	0.011560323751	0.00563086006893	0.0232709023031	0.0057547016993
e	0.0290304947366	0.903240673045	0.0138064952103	0.00205471248916	0.014595460217	0.00652499475631	0.026505909601	0.00424129309977
f	0.0262026793789	0.903158244348	0.0301776644034	0.00112321557805	0.008908714039	0.0073678311521	0.020342644367	0.00271907196659
f	0.0121506589263	0.830019534783	0.0457205581345	0.00459835217435	0.0267906473463	0.0164939287174	0.0574349431223	0.0067914067222
ì	0.0173141543088	0.768531068261	0.0808220393782	0.0106426827248	0.0359895277821	0.0165054233725	0.0626144507074	0.00758063766073
m	0.0184043077696	0.76882217942	0.0958530814594	0.0352535715749	0.0269955019274	0.0098176862575	0.0332544949025	0.0115991493069
m	0.0106686041232	0.534307886473	0.0832155921531	0.168418809192	0.0686988533091	0.0468383554192	0.0736484649675	0.0142034181023
u	0.0109304785744	0.232154125491	0.244809120718	0.204402423064	0.11504999777	0.0801141138064	0.105992798322	0.0065469453341
a	0.0286078775248	0.136775495164	0.508840373573	0.0958429443547	0.0855012012567	0.0562387466021	0.0669384981073	0.0212548694114
n	0.0303505441749	0.0730507690547	0.678221524524	0.0426400104516	0.0678489390856	0.0405141348674	0.0406264923691	0.0267475974705
k	0.0362016363916	0.0309081473516	0.668967774841	0.0507361858172	0.108371489695	0.0400347609558	0.0542480484564	0.0105319704902
ò	0.0373517234972	0.0165529563172	0.597833391614	0.0669498742724	0.187792343232	0.0387407203186	0.0506657694855	0.00411321420007
r	0.0130752928991	0.00728297723907	0.485492957205	0.186971593757	0.234608251077	0.0369835227729	0.0323497381618	0.00323566377002
a	0.00677999333303	0.019475455013	0.283250852402	0.219402526919	0.304753690359	0.102902873591	0.0575195077206	0.00591509859001
e	0.0173454387777	0.034961097671	0.144795731467	0.0839625736397	0.330935373453	0.263323697864	0.0792578359069	0.04541823053
n	0.0210361386926	0.024510552657	0.0766662078223	0.0316687728132	0.297593987818	0.411139749288	0.0809823853023	0.0564022018767
ì	0.0101659324309	0.011502860319	0.0493546609408	0.0113757589711	0.399434149273	0.383030466429	0.114473491767	0.0206627034922
r	0.00417422248363	0.00659061483967	0.0386051373136	0.00485967259037	0.516931216424	0.246414675476	0.172074477256	0.0103499881307
t	0.00203393090121	0.00286160614656	0.0241283534379	0.0182479516968	0.511118445475	0.199945175159	0.219095615752	0.0225689191769
e	0.0016026087004	0.00608186684885	0.013514577146	0.0261891938989	0.344602695158	0.313566995053	0.268206228584	0.0262358463923
e	0.0129537668001	0.0166822249496	0.0133375707153	0.0161082512996	0.167424071719	0.423892195018	0.316380299528	0.0332216167974
t	0.0184734296	0.0157934389499	0.0109392663051	0.00925051106653	0.0879920739063	0.367592321673	0.455131956509	0.0348269917991
t	0.00857215206667	0.00666551101663	0.00575191583503	0.00981645865551	0.0674272479688	0.292591030558	0.593372105503	0.0158035587997
ù	0.00319665470889	0.00343024393888	0.00393004577834	0.0101239011518	0.0533937726563	0.193755967519	0.722756088501	0.00941332126657
</S>	0.00164832608444	0.00197832326944	0.00240114013917	0.0058217514759	0.0309108813282	0.112827059759	0.83783364425	0.00657889713328
