 	il	muro	vuole	uno	specchio	</S>
o	0.79596077	0.068746416	0.0797361035	0.00534785333	0.02680511	0.0234037656
t	0.487095010767	0.355403327333	0.0951884621667	0.00533208168333	0.0262933146667	0.0306878012
ì	0.175774439022	0.630846509111	0.0729704883889	0.0726298634678	0.0204419962222	0.0273366817333
c	0.087753968674	0.682467493037	0.0889568761296	0.0956178324226	0.0193727667407	0.0258310152444
h	0.050063795558	0.552557981012	0.0743786653765	0.289246998741	0.0139476042469	0.0198048940815
o	0.033050310186	0.350465193671	0.100506121792	0.452605066247	0.049946399749	0.0134268806938
t	0.0241480997053	0.226641315224	0.399406540597	0.251643469416	0.0887329332497	0.0094276005646
è	0.0108400782118	0.0933055380747	0.675151613532	0.133986240472	0.0800860210832	0.00663044242153
l	0.0065104794706	0.0446234553582	0.758038357844	0.106835956824	0.0772534636944	0.00673827820718
i	0.0115126212235	0.0471096587861	0.572775297281	0.077761795608	0.261301544565	0.0295390719024
n	0.0129614799812	0.0431961541287	0.463275990427	0.0582613648693	0.385728394855	0.0365765469675
a	0.00893528956707	0.0343245312429	0.439892523476	0.0308570806231	0.354331734952	0.131658785322
n	0.00762335571569	0.031261935481	0.221427824492	0.0204505958744	0.555794858317	0.163441404941
g	0.00488120519856	0.012066469127	0.121285358164	0.0928414982915	0.585085232772	0.183840218147
h	0.00425622709952	0.00579703524233	0.0691473417213	0.176735742764	0.313766474257	0.430297162716
i	0.00442175196651	0.0124638233808	0.0360004135738	0.188203614255	0.340057398086	0.418852984239
a	0.0042849504655	0.0196435191269	0.0305857435246	0.130116284218	0.641515432695	0.17385409108
l	0.00166987394017	0.0118409508723	0.0214018732082	0.0437483151393	0.857865277565	0.0634737656933
ì	0.00061035833939	0.00418666108743	0.00827573893607	0.0165764468798	0.929584745855	0.0407660932311
</S>	0.000331336246195	0.00242190149372	0.00553530571804	0.0110028247899	0.937230052927	0.0434786001155
