 	avete	cucinato	le	verdure	</S>
è	0.97321915	0.020106153	0.001167009625	0.0026142627	0.00289340865
c	0.96200385	0.0286489766667	0.00136655600833	0.00496422163333	0.00301638471667
h	0.816397183333	0.154849800222	0.0138286125028	0.0119881965444	0.00293616957222
e	0.462168592778	0.481497483407	0.0276262355009	0.0269868311815	0.00172085559741
t	0.172631335593	0.728938394469	0.0304232498336	0.0619816347272	0.0060253776058
e	0.095885196531	0.758820364823	0.0502550646112	0.0860775282424	0.0089618157686
m	0.0666175466437	0.700307788274	0.10879578487	0.0904308160808	0.0338480558229
a	0.0437772050146	0.468385484758	0.161080181623	0.160726828694	0.166030325274
r	0.0362609618049	0.214620318586	0.316306253874	0.248840309565	0.183972166425
à	0.015410408935	0.109518227862	0.600615731291	0.208913783188	0.0655418390083
t	0.00737573667833	0.0500602712873	0.788405953764	0.122462581063	0.0316954468694
a	0.0119745163928	0.0403002224291	0.674237407921	0.249286687021	0.0242011717898
t	0.0129795088809	0.0336765626764	0.56147300264	0.376875615674	0.0149953054299
a	0.0166915837103	0.0267290570921	0.43674651588	0.509051471891	0.0107813341433
l	0.0178486553234	0.023760943364	0.217684850293	0.728925023964	0.0117804847144
à	0.0079162373278	0.0107705932213	0.120393085764	0.851908841321	0.00901121933813
c	0.0044769196526	0.00594830939043	0.047943882588	0.933663847107	0.00796701987938
h	0.00262734246087	0.00363416344681	0.025766113196	0.948686832369	0.0192855249598
a	0.00847094698696	0.0364903852489	0.0373836590653	0.89602178079	0.0216332513199
n	0.00959145329565	0.0463330017496	0.0367842076884	0.834730813597	0.0725606121066
a	0.0243544073986	0.0692029372499	0.118343673229	0.695844414532	0.0922546390355
</S>	0.0436159566993	0.114589098625	0.212716666615	0.574395672266	0.0546826320178
