 	lo	sentii	che	viene	</S>
t	0.873027935	0.0204605619	0.01486157475	0.053636381	0.0380134905
o	0.553252571533	0.312432833967	0.0258469829167	0.0687186103333	0.0397489325
n	0.190222939711	0.424090111322	0.0954442129722	0.268873386778	0.0213692871667
ì	0.072453858237	0.465189417107	0.121877957657	0.327818280593	0.0126604482889
k	0.0304403014123	0.763504819036	0.0671371515523	0.128802026864	0.0101156679963
u	0.0283891281374	0.687254749679	0.188653599517	0.0786010639547	0.0171014373321
s	0.0266748263191	0.39772051656	0.466253983172	0.0951551346516	0.0141955109307
a	0.0256511910464	0.238297638853	0.536294394391	0.148560684884	0.0511960774636
n	0.0252961026988	0.140502233284	0.418454464797	0.352064461628	0.0636827293545
a	0.0255791309163	0.0870558567613	0.311784274932	0.451152173876	0.124428539985
r	0.0256316687988	0.0668110054204	0.177488391977	0.584564694625	0.145504219662
t	0.0112557574263	0.0517165613068	0.081764938659	0.532584729875	0.322677996221
i	0.0578294128088	0.157252878769	0.125674130553	0.269388691625	0.389854880407
</S>	0.106021031404	0.245499164384	0.188212200276	0.251232145812	0.209035462704
