 	il	vino	buono	deve	essere	invecchiato	</S>
o	0.6930462	0.072355301	0.059667448	0.0403128823	0.054867677	0.0616230461	0.01812749075
k	0.382701637767	0.237470927	0.166581502667	0.0446028654333	0.0659211683333	0.0790604920333	0.02366143425
r	0.131098626022	0.562446875667	0.187360983556	0.0228674725444	0.0361910001111	0.0459491838778	0.0140858858833
a	0.0527624360073	0.755405258556	0.128788703852	0.0197393725815	0.0201357237037	0.0178391237593	0.00532939112777
s	0.0252027013358	0.726928902852	0.193633027951	0.0220245035272	0.0176541955679	0.0121898171864	0.00236681790926
ì	0.0105238211119	0.770089727617	0.181670905984	0.0150893921757	0.0118853236226	0.00954590152547	0.00119493193442
k	0.00650907607063	0.871439172539	0.0939207226613	0.0102085168919	0.0071055179742	0.00677134030516	0.00404571277614
a	0.0202470840569	0.64573692418	0.17591489822	0.0908641677973	0.0450210963247	0.0141687187684	0.00804717792538
l	0.0238521340123	0.342293444727	0.37327933274	0.148640672599	0.0639095821082	0.0421461342561	0.00587873979846
ò	0.0089772109641	0.220354601576	0.493337160913	0.190427657533	0.0395112290361	0.045209475752	0.00218268226949
e	0.0069792559547	0.121259379859	0.494846963638	0.287559139178	0.051176783012	0.0296579349173	0.00852055826983
n	0.00604687791823	0.0670318666197	0.403996981213	0.393852459726	0.075490396004	0.0408121053058	0.0127692836566
a	0.00817012223941	0.0477361715399	0.264342620404	0.486943333242	0.130014472001	0.0440524267686	0.0187408141189
è	0.00885310461314	0.0366822830133	0.145679015801	0.435458314414	0.277127684	0.0485548489229	0.0476447527063
n	0.00363637987105	0.0167186652378	0.0707303926003	0.386399304805	0.394809951333	0.0810958963076	0.0466094400021
e	0.00481115875702	0.00931509114593	0.0354725958668	0.350991788268	0.437009950444	0.129620772103	0.0327786857674
a	0.00784236241901	0.0256688050486	0.0288886092889	0.211554671089	0.478586116815	0.170758807368	0.0767006519225
n	0.006588334473	0.0349940256829	0.0197224160963	0.0946792730297	0.525736172272	0.238489355789	0.0797904273075
v	0.004474421891	0.0271089568943	0.0198635160321	0.173434975343	0.509756297424	0.23261406193	0.0327477886692
e	0.00380800636367	0.0201965029648	0.0221590666774	0.207895062781	0.472862649141	0.255310280643	0.0177684421231
k	0.00269061630122	0.0100570257549	0.0114852225125	0.088413531327	0.388589393047	0.482265810214	0.016498408041
k	0.00229041958041	0.0089431790183	0.00703448062417	0.043837967509	0.346839964349	0.549007536738	0.0420464936803
i	0.00299287226014	0.00985415627277	0.00640142787472	0.0334457738363	0.292536474783	0.605929212246	0.0488401310601
à	0.00196639698005	0.00532542615759	0.00432184979157	0.0217570336121	0.187416408261	0.756971770749	0.02224112852
t	0.000703457208417	0.00212324330386	0.00263539404386	0.0123522735274	0.136698602087	0.835681056916	0.00980592724
o	0.00320273632454	0.00463129055262	0.010177630128	0.0254782961658	0.100887940029	0.848975075639	0.00664697048
</S>	0.00605279866227	0.00818246827631	0.018966085064	0.0444882250829	0.117332725014	0.79729632282	0.00768133824
