 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.96237102	0.015721305	0.0038389417	0.00056663315	0.00233117455	0.000139453341	0.001392888365	0.01363859865
u	0.94274902	0.028920658	0.0035436647	0.00187990095	0.00480379811667	0.000829624187	0.003531388455	0.0137419752167
à	0.657829366667	0.306695794333	0.0129009429	0.00285624758333	0.00595751247222	0.001412745329	0.00578605881833	0.00656133560557
i	0.268568762222	0.647131614778	0.0311833476333	0.00334011459444	0.00562894972407	0.008234829043	0.0202054649394	0.0157068967352
m	0.105487639741	0.771184688259	0.0602120392111	0.00535208553148	0.00419444484136	0.0102992858943	0.0241149228131	0.0191548891451
è	0.042530833247	0.672008256086	0.23392991307	0.0180194956105	0.00201150314712	0.0046655993781	0.018165932771	0.00866848784837
r	0.020322586749	0.505067178695	0.408959744357	0.0238107188702	0.00190452254904	0.0033371767927	0.029953136257	0.00664494751612
i	0.012762612583	0.344104501232	0.549243868119	0.0473010482901	0.00219437434968	0.0036214167309	0.0334925010857	0.00727967883871
n	0.00952358329433	0.135632358411	0.756652902706	0.0689478077634	0.00169480301656	0.0029832428303	0.0198878707619	0.0046774351129
g	0.00678601653144	0.0590303044703	0.814780784235	0.0646583392545	0.0209949545055	0.0077152915301	0.0222280989873	0.00380622553763
h	0.00779898917715	0.0404287864901	0.763020911412	0.0776925664182	0.0468486078352	0.01681406451	0.0395561003291	0.00784000217921
ì	0.00534737082572	0.0237967984634	0.682650793804	0.196289635473	0.0387599036117	0.0137450599033	0.031818297443	0.0075921504264
z	0.00222840777857	0.00943243652113	0.565824604601	0.225684331824	0.136435984537	0.0245101690344	0.030759795481	0.00512428984213
i	0.00260529712952	0.0154725225737	0.380713021534	0.349989783941	0.166534098512	0.0347032683448	0.0411863631603	0.00879568361404
n	0.00309819007651	0.0173209668246	0.227271880511	0.593875861314	0.086325081504	0.0215863181149	0.0407694393868	0.00975231370468
a	0.00353060509217	0.0157575792415	0.144149835837	0.706981530438	0.0592961769347	0.017925561705	0.0340077407956	0.0183510084016
v	0.00491637109739	0.0161118877472	0.0679514276123	0.796636200146	0.0391888404116	0.0233370269017	0.0304944112652	0.0213638468005
o	0.0082240602658	0.0372350862491	0.0502893308708	0.700755320049	0.0349350431372	0.0339010496339	0.111846523088	0.0228135849335
r	0.00965113865527	0.0471530654164	0.0512765042903	0.56689521335	0.0411827940457	0.0554931282113	0.185779447696	0.0425687049778
à	0.00655697078509	0.0268550191388	0.0426686944301	0.573567587783	0.0431596303486	0.0849229710704	0.179588352565	0.0426807903259
s	0.00364146820503	0.0163543035796	0.0256590640767	0.492979065928	0.0278055034495	0.197634860357	0.204932837522	0.0309928907753
o	0.00714408367834	0.0458083293932	0.0422653432922	0.386448061976	0.0204053691165	0.228919628786	0.225948845841	0.0430602855918
m	0.00823991840511	0.0552189316411	0.0461174913641	0.259899045559	0.0196583826722	0.159293824929	0.410133498614	0.0414388585306
e	0.0125332839807	0.053956714057	0.044059907388	0.203816930086	0.0194844757574	0.10614358131	0.539277242871	0.0207278791769
o	0.0145274174602	0.0600522996857	0.056213329796	0.189732511695	0.0149571274525	0.0486228621033	0.594508040957	0.0213864287256
t	0.00711690072007	0.0287851202286	0.0415326042653	0.073492307565	0.0162113791508	0.0366923600344	0.772376113652	0.0237932230752
s	0.00418867025669	0.0123267365429	0.0256384820884	0.0326583331883	0.0100003150503	0.0245933577448	0.877500704551	0.0130934339917
o	0.0026589491689	0.0301209966476	0.0312212096961	0.0451879050628	0.0105686603501	0.0261026849816	0.847848501517	0.0062911164639
m	0.0020853846063	0.0355877156159	0.0308479281454	0.0460491735409	0.01288690745	0.0286826773272	0.839504053839	0.0043562042213
ì	0.0026477627521	0.014514995472	0.0173487546285	0.0393700710336	0.0131129708167	0.0197542827757	0.86504127128	0.0282099238071
</S>	0.00416521362605	0.010988768036	0.0189679608142	0.0555236605168	0.0150700469084	0.0183641863878	0.82374203564	0.0531781269035
