 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.98130385	0.00192814592	0.0011523434	0.001573070663	0.00023194357	0.0006415982	0.00320186542	0.0080221402	0.00194507
s	0.942305616667	0.01621607902	0.0035434006	0.00212003465433	0.000384695903333	0.0014335194	0.00623968564	0.0125785604	0.0151784372333
o	0.736754485556	0.0444380480067	0.0071396792	0.0753644329514	0.00795225533444	0.00699303413333	0.0295762975467	0.0200884148	0.0716933410778
t	0.426384341852	0.293868879336	0.0220603007333	0.0993368357105	0.0104884251015	0.00909467901111	0.0370386301822	0.0213756662667	0.0803522476926
r	0.233516633951	0.598508459779	0.0448913165778	0.0434035619635	0.00545731535717	0.00708486997037	0.0189830598941	0.0159575177556	0.0321973187309
a	0.143374001317	0.726058536593	0.0503673618593	0.0288674043212	0.00419322491906	0.00678685299012	0.0153317101314	0.0117932159185	0.013227731677
ù	0.0759700061057	0.814546105531	0.0491690272864	0.0182325864404	0.00315858680635	0.00509597533004	0.0187678153771	0.00722463150617	0.00783528582567
d	0.0302063100352	0.832764445177	0.0879811547621	0.0122695631468	0.00388774596878	0.00458938124335	0.015909436559	0.00645529260206	0.00593665974189
i	0.0139067038451	0.641995758392	0.273759498254	0.00745887704893	0.0101632269896	0.0296569855478	0.013378351953	0.00620206866735	0.00347852871396
è	0.010969745615	0.347304956131	0.517177542751	0.0110371140163	0.0198860936632	0.0475519165159	0.0249843919843	0.0102512684558	0.0108369909047
n	0.00872277237167	0.185449152044	0.672652467584	0.0169101260054	0.0325234365544	0.034328160172	0.0240997847614	0.0129269658186	0.0123871864682
g	0.00440566365722	0.117904055348	0.536467582528	0.106207666668	0.111551533518	0.0454824713907	0.0318576566871	0.0363429839395	0.00978045532273
r	0.00172264449241	0.0667863474493	0.236831643509	0.353022022223	0.200587621173	0.0459536007969	0.037805914229	0.0479891559798	0.00930109837424
a	0.00112226630414	0.0258482847164	0.104111291836	0.341831581974	0.344131643724	0.117786480599	0.0290929400763	0.0319306053266	0.00414495365808
m	0.00108877298805	0.0114679033388	0.0524296519453	0.172804368558	0.552467367908	0.1549097902	0.0259049123588	0.0260923971089	0.00283489121936
m	0.000815575482683	0.00637505411293	0.0256807419818	0.119098031186	0.665317189303	0.1226432534	0.0286721754529	0.0281789173696	0.00321912773979
è	0.000672939327561	0.00519188337098	0.0170644649939	0.043698985662	0.648467146434	0.207562861133	0.040772975151	0.0340299701232	0.00253880851326
n	0.000405153339187	0.00388157769033	0.0108881057646	0.0262156554873	0.678757298811	0.219771397044	0.0321509858503	0.0257783833744	0.00215143317109
o	0.00114604760973	0.00444618726344	0.0160563530215	0.0209497853291	0.60621221627	0.276260555681	0.0337295050834	0.0327862337915	0.00841311839036
p	0.00158411533658	0.00450642205448	0.0168904904405	0.0138752666097	0.460824688757	0.38506139856	0.0505009050278	0.0565876485972	0.0101690993968
u	0.00162290124553	0.0108903793182	0.0194047635802	0.0107085879866	0.331188226252	0.475691616187	0.0691713816759	0.0736236448657	0.00769856173227
s	0.00156663078184	0.0130947288394	0.0199898427267	0.00769891377887	0.204664398751	0.554693522062	0.0929104052253	0.0966268182886	0.00875477191076
s	0.000792591083947	0.00506707734647	0.00793040947557	0.00694946009296	0.183192492917	0.596564794021	0.0982833230751	0.0937632027629	0.00745662683692
è	0.000423482167982	0.00249827604882	0.00460664899186	0.00291987079099	0.109604582306	0.66049295134	0.144011014358	0.0707476195876	0.00469554214564
n	0.000194357902661	0.00127614025961	0.00266781896395	0.00210309829033	0.086349982102	0.627667217113	0.190061481453	0.0856650885292	0.00401486304855
a	0.00215804143089	0.0041133840632	0.0176609808213	0.00561180419678	0.0981745053673	0.476952549038	0.244189387151	0.136727866176	0.0144115573495
p	0.0029424704103	0.0051021212644	0.0227301793071	0.0103998527323	0.0664251664558	0.331493339679	0.360652405717	0.182284112059	0.0179703542498
o	0.00203170453677	0.0060573736648	0.0209345808024	0.0085141749441	0.0414095994853	0.24534236656	0.391773118572	0.274988737353	0.00894828568327
è	0.00206004021226	0.0085767438216	0.0347683789341	0.0037928522147	0.0343642751618	0.223176918853	0.310854196191	0.373653162451	0.00875343102776
t	0.00118011568175	0.00522116100053	0.0263130416947	0.00196500421823	0.0207457029873	0.171297190284	0.294099172064	0.470749347484	0.00842926254259
a	0.00173896693825	0.00620065346018	0.0263563339482	0.00190599901941	0.0211436502624	0.121217890761	0.327907814021	0.485596669161	0.0079320137142
d	0.00198170461942	0.00669929532006	0.0265689538061	0.00730497800647	0.0250961007541	0.107426334587	0.32911460134	0.482865543054	0.0129425102381
i	0.00219157104647	0.00668949060669	0.0291785614254	0.0105761930022	0.036032934918	0.081232862529	0.30733995378	0.516471164351	0.0102872975127
k	0.00241390268216	0.0070603714689	0.0303025916751	0.0404350710007	0.0452951796393	0.070232354843	0.249268694593	0.54416386145	0.0108279852709
ò	0.00143698026072	0.00370741172297	0.016993243425	0.0487507547669	0.0287192762131	0.045517772281	0.189785038198	0.65356207715	0.011527400757
m	0.000897153686573	0.00202889023832	0.0120759585783	0.0183170953556	0.013685955571	0.0327259557603	0.127193668399	0.786824342383	0.006250942419
m	0.000342231025191	0.000841526800107	0.00472006446277	0.0077341355852	0.00608309212367	0.0157806845868	0.1032165218	0.841578264128	0.019703472973
a	0.00302022657173	0.00543886129004	0.0445247263209	0.0471664249951	0.0265413558079	0.0671829225289	0.110441753933	0.608431354709	0.0872523886577
</S>	0.00580879578587	0.010221003645	0.0856865281604	0.0897491874976	0.0480193129039	0.119857451264	0.104299066967	0.395997277355	0.140361404329
