 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.99567952	0.001005284845	5.55839249e-05	1.99574565e-05	0.0003890400995	0.0012636664105	0.001587016886
n	0.997022476667	0.00102509051167	2.70150509e-05	0.0003892321765	0.0002979074795	0.0005109813105	0.000727307839333
a	0.981168498889	0.00521171740389	0.000451270389633	0.00837131145883	0.00347614959317	0.000733843970167	0.000587120846444
a	0.885579802963	0.0200155998013	0.00407169879654	0.0167937181529	0.00819524603106	0.00151384919006	0.0638300365621
f	0.634751470988	0.2249922266	0.0100242352655	0.0125579465176	0.0117658465104	0.00481606739669	0.101092171187
o	0.351117390329	0.289746178867	0.0228093144218	0.0267929036392	0.0240333963368	0.0171815027989	0.268319272729
r	0.22408679011	0.225787549622	0.0405756494739	0.0417178195464	0.0480588854456	0.057921397933	0.361851874243
à	0.167857676703	0.208922130874	0.128581498825	0.194887128182	0.0479228648152	0.063380815311	0.188447880414
s	0.084023807501	0.0874824866247	0.407944086275	0.259157102727	0.0297222779384	0.0345152187703	0.097155059138
o	0.044822659767	0.0334362080749	0.559697528758	0.209262174242	0.0427380376461	0.0436133885901	0.0664300763793
t	0.0317363377557	0.0130604747583	0.368257492919	0.461915304747	0.0448393042154	0.04312220953	0.0370689727931
o	0.0524938350852	0.00651705061943	0.210192384306	0.521800981582	0.107912468072	0.0600645898433	0.0410187382644
t	0.0600762426284	0.00575111537314	0.134169226435	0.509615060527	0.156874550691	0.0854316566144	0.0480821127548
s	0.0212823083628	0.00450813035771	0.059398567145	0.720888720176	0.097334608897	0.0697164622048	0.0268711365849
o	0.0252096726743	0.00520265701924	0.0388111723817	0.613311580059	0.119135403632	0.163156204068	0.035173261195
m	0.0265015827248	0.00597850463975	0.0228170780272	0.563487466686	0.129677080211	0.215242259689	0.0362960205983
ì	0.0096294957416	0.00371066924658	0.0111899155757	0.464259488395	0.353632875737	0.14277435823	0.0148031811994
p	0.00392032044053	0.00197008921553	0.00650822262523	0.159265105965	0.602651325246	0.21768515941	0.00799973363313
à	0.00255849997351	0.00112324215851	0.00575233447508	0.0589083581883	0.482717908415	0.442782029803	0.00615760671104
s	0.00212660299784	0.000691317472837	0.00440846235836	0.0224496353294	0.319315469472	0.646370363268	0.00463815340368
s	0.000975190305947	0.000933801857612	0.00380171215279	0.0147184638431	0.255450746491	0.713843051089	0.0102770319012
i	0.0389999640353	0.00443893558587	0.0281759330509	0.0248026926144	0.216497735497	0.668805580363	0.0182791646337
n	0.0514898760438	0.00522777522862	0.0343777124503	0.0282438532048	0.131032172499	0.697248380121	0.0523802382112
i	0.0434734900466	0.0120585297762	0.0245479355834	0.0195267734016	0.106791068166	0.73532921004	0.0582729889704
m	0.0408646704389	0.0171549582587	0.0229056925278	0.0721011571339	0.0958791050553	0.716070770013	0.0350236722235
è	0.032179501903	0.0191380224196	0.0153030245093	0.086911389278	0.114225894018	0.701892673338	0.0303495337412
r	0.0294517670677	0.0174070421399	0.0115388658031	0.030558311726	0.134380484673	0.755493657779	0.0211698992471
a	0.141730007456	0.0140873390466	0.0358237132344	0.024287470642	0.108640224891	0.62260133926	0.052829919749
</S>	0.268376318728	0.0184491460233	0.0650973066172	0.032206552821	0.118337612446	0.41136584963	0.0861672098745
