 	lo	ho	finito	di	fare	</S>
t	0.901917905	0.0227759845	0.0109734425	0.00949462275	0.0210994359	0.03373860605
o	0.59075638	0.0572642241667	0.180123415833	0.09112726525	0.0372883336333	0.0434403500167
s	0.206895143833	0.375529613389	0.242215573611	0.113618222483	0.0338157693778	0.0279256726722
p	0.083030249111	0.669514854463	0.14404905287	0.0635547348943	0.0240754952926	0.0157756408907
ì	0.0492490653703	0.637993968154	0.235374087623	0.0521607399648	0.0168299024642	0.00839227210357
c	0.0280106977901	0.636996956051	0.265900289208	0.0545995569883	0.00793250328807	0.00656002117452
c	0.0149895042634	0.508928508684	0.224588939736	0.234902317663	0.0100526378627	0.00653806149151
e	0.0597227837545	0.283545739561	0.349343373245	0.291595759221	0.0115848119542	0.00420750406384
t	0.0725889792515	0.156619150854	0.408514157748	0.317707856407	0.0320158523181	0.0125540084879
s	0.0282573477505	0.0616297059513	0.298060795916	0.544341918802	0.044407011106	0.0233032498293
a	0.102691125917	0.0880638799838	0.293657108639	0.458024717601	0.0377727290353	0.0197904262764
a	0.154545621972	0.187922623328	0.309177149546	0.210827563867	0.106912154678	0.0306148434255
t	0.082737561924	0.160035392443	0.190580721182	0.247665614622	0.283553284893	0.0354274214752
s	0.0374571325747	0.0880710621477	0.254545185061	0.313689118207	0.284930318298	0.0213072011584
è	0.0381918881916	0.127797990716	0.459686781687	0.222437809402	0.131614443766	0.0202710980528
k	0.0294848980339	0.109521073072	0.345155556962	0.159278966467	0.335360318922	0.0211991673509
à	0.0430082179813	0.127908533857	0.285563572054	0.120333442156	0.405820194974	0.017365992117
m	0.0477135575104	0.135179431819	0.269326923351	0.113361630719	0.417939320325	0.0164791243723
i	0.0991069340201	0.15150111114	0.189239483784	0.120765538906	0.422066908442	0.0173200571241
</S>	0.17395978201	0.23337733557	0.236863991892	0.103487127453	0.236761821721	0.0155499830621
