 	dovevo	comprare	il	pane	</S>
ì	0.994597045	0.001685854392	6.130350245e-05	0.00021499875385	0.0034407687765
c	0.997640975	0.000670813665333	3.33034767833e-05	0.000242857620517	0.00141204230983
h	0.990940551667	0.00601369002844	0.00125864994993	0.00100171662351	0.000785368613277
a	0.987476800556	0.00832900084281	0.00169409834198	0.0021710549745	0.000328992132426
n	0.966242286852	0.0277565877809	0.00129241740599	0.00309969205817	0.00160902716214
a	0.942066082284	0.038902512927	0.00179278316866	0.0144637311861	0.00277492995405
a	0.890407394095	0.024102583309	0.00507360198955	0.029909312062	0.050507143218
f	0.611558941365	0.269244146436	0.0113342686632	0.0269572050207	0.0809054860727
o	0.274850705455	0.349853052479	0.0300297322211	0.138410387007	0.206856150358
r	0.147627040152	0.26848390116	0.0948769620737	0.192739102336	0.296272976786
à	0.110402376717	0.25070691972	0.236650444025	0.215469574112	0.186770678929
s	0.060915008739	0.100078248007	0.520275394675	0.216417608037	0.102313779643
o	0.057671939413	0.037662242769	0.696526411558	0.143813629346	0.0643258132143
t	0.0562101939377	0.0153957787563	0.545824897186	0.339142819782	0.0434263224048
o	0.163228352113	0.0088626657521	0.331488609062	0.458488606594	0.0379317374683
t	0.198889179004	0.00803023648403	0.177350459687	0.577479868865	0.0382502038228
s	0.0667689314213	0.00540344712801	0.077503402229	0.827334756288	0.0229894294076
o	0.0456043592604	0.00665521744267	0.0539793754097	0.882517085429	0.0112439196025
m	0.0385825533868	0.00830615774756	0.0421171614699	0.90420666181	0.00678743110083
ì	0.0613090794289	0.0344571095159	0.0460753711566	0.817885203937	0.0402732422669
</S>	0.103130039714	0.062304584758	0.0625615355783	0.696455676968	0.0755481836335
