 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.976101115	0.016987126	0.00512796035	0.000125830903	0.0002124302855	0.0002136181385	0.00037273215	0.000859150233
t	0.973926848333	0.0196136533333	0.00510276481667	6.34711963333e-05	0.0001935433755	0.000245110891833	0.000278982816667	0.000575588116333
e	0.932143582778	0.0256967794444	0.00995880473889	0.00472928477878	0.00841858110517	0.00897652446394	0.00775760977222	0.00231880258878
l	0.677733337593	0.241676983148	0.0341719242463	0.00645392424626	0.0118179048017	0.0131710628213	0.0116224355907	0.00335239749626
a	0.461617005864	0.404623834383	0.0508184824154	0.0104933177354	0.0261506720339	0.0212577592738	0.0139460031969	0.0110929074654
e	0.307269474955	0.538746938128	0.0625805218051	0.0118035289285	0.0302329631446	0.0225723186379	0.0133013944656	0.0134928416551
M	0.108775564152	0.759162212709	0.0757728772684	0.0118431039928	0.0147937315149	0.0131269610926	0.0104065052219	0.00611903308503
a	0.0510767762173	0.587677164236	0.0669866790895	0.0262290909976	0.0301242061716	0.0400870796975	0.0332665147406	0.164552471728
r	0.0281755713391	0.446507698079	0.147474506363	0.0301924136659	0.0370169557239	0.0507072972325	0.0435017102469	0.216423803943
ì	0.0125877940464	0.53662379936	0.200073098788	0.0752860285553	0.0414492412413	0.0355394307442	0.025892541749	0.072548034361
a	0.0368239676821	0.415784356453	0.283485886263	0.103428512185	0.0842073770804	0.0343733992481	0.0143966752497	0.027499829467
à	0.0434085925607	0.198860976484	0.565272492088	0.0643862080617	0.0796519413601	0.0237277722494	0.00867199531657	0.0160200058223
v	0.0165046067536	0.123792753161	0.761429114029	0.0360160990206	0.03722132012	0.00999327858313	0.00532701033886	0.0097157918741
v	0.0074423470512	0.0948941530537	0.550330561343	0.13016416134	0.07092845404	0.0792675061944	0.0552024767796	0.0117703318914
r	0.00330654640507	0.0434528432179	0.210901540448	0.352659947113	0.0882056780133	0.115908564065	0.142068505593	0.0434963562971
i	0.00193329862302	0.0151571701293	0.077245696916	0.402555219038	0.219609166004	0.099062423355	0.136049971864	0.0483870614324
n	0.00156019226101	0.0105157455664	0.254522439072	0.253858243013	0.277665165335	0.094466853785	0.0872437739547	0.0201676378108
a	0.002493498807	0.00906375761213	0.313446682291	0.144753689338	0.286548215112	0.142623570595	0.0780914579849	0.0229791756036
r	0.002961004149	0.00577131282738	0.194943776697	0.0876876631127	0.342615721704	0.238405540198	0.102622412662	0.0249925838679
t	0.00147962550633	0.00474667717579	0.156415237566	0.0538695873709	0.284133857235	0.257392470066	0.186229054221	0.055733504956
i	0.00258646374544	0.00198762610193	0.0537037697653	0.050646690457	0.314939785745	0.272702456689	0.232119411407	0.071313811652
s	0.00281423334848	0.00155193904398	0.0272114008318	0.0358483626523	0.262965285248	0.322131355563	0.304122347136	0.0433550805507
e	0.00263223388283	0.00168570588133	0.0185658441773	0.0230339463841	0.149536738416	0.384153611854	0.389821635712	0.0305702881836
m	0.00276581074761	0.00163633316044	0.00767411789243	0.023773539128	0.116326329472	0.332062897285	0.489131325237	0.0266296627279
è	0.0021185068692	0.00157161965348	0.00395760231414	0.0205758827093	0.0845644824907	0.254497742428	0.610761131746	0.021953039576
n	0.00168386313973	0.00095413114116	0.00165876980805	0.0138203693364	0.0460181388302	0.208836814143	0.715051967249	0.011975914192
a	0.0189037903966	0.00193341937039	0.00146537062268	0.0827915125455	0.0679764216101	0.194852438048	0.621163929083	0.0109130837307
</S>	0.0368726431983	0.00335066418519	0.00205400991134	0.157965836273	0.106737520805	0.233518619024	0.448656824542	0.0108438738654
