 	voglio	un	forno	che	vende	rustici	</S>
t	0.983416925	0.007811071	0.00333536125	0.00039751576	0.00107418115	0.0004105754	0.00355428635
è	0.982800475	0.010707608	0.00225167691667	0.000271840973333	0.000555159943333	0.00035818736	0.003055046348
l	0.959599991667	0.0333736143333	0.00324853497222	0.000658362357778	0.00123369607444	0.00029454148	0.00159130568067
o	0.662116608556	0.303314444778	0.0158483033241	0.00793451798593	0.00653738085815	0.00219992549333	0.00204879142689
è	0.265189141185	0.652407594926	0.0276783327747	0.011326815662	0.00947318115272	0.0152936266978	0.0186312653423
n	0.0987970926617	0.806628618309	0.0391443325916	0.007388349554	0.00654321625091	0.0179284540326	0.0235699128141
a	0.0500376828206	0.752628079436	0.111467407531	0.0363902478513	0.0252612540836	0.0119511118109	0.0122641779714
f	0.0323343620735	0.457852733145	0.400244535844	0.0523844956171	0.0384042486945	0.010041751237	0.00873783569047
ù	0.0148930998245	0.214301529382	0.654745025281	0.0653009148724	0.0389553142315	0.006383395379	0.00542069136349
r	0.00918135910817	0.120043814794	0.704348638427	0.102862558291	0.0389451677438	0.0127599154597	0.0118585368878
n	0.00422503653606	0.0598357432647	0.515680696142	0.15667809943	0.0283032792479	0.182915634487	0.0523615122959
o	0.00332136051202	0.0281683937549	0.257448975381	0.33959687981	0.0670494740826	0.241695195829	0.0627196900986
k	0.00288691721734	0.0154960573183	0.324254535127	0.42386537327	0.111254481361	0.0950450156097	0.0271976194329
a	0.00397556611911	0.0103969345061	0.316150651709	0.48383547109	0.107766313787	0.0467446612032	0.0311304355443
p	0.00442964660637	0.0084037008687	0.17219701057	0.56502792703	0.190608107929	0.0274782922011	0.0318553573148
u	0.0142364854355	0.0107789876562	0.126103876857	0.544714465677	0.24513384931	0.032932377867	0.0260999635716
l	0.0173541733652	0.0113767565187	0.0741489062857	0.472358488559	0.361243563103	0.0375404899557	0.0259776025905
ì	0.00718899987507	0.00493593763957	0.0365300514286	0.464036062853	0.445542297701	0.0280347346519	0.0137319471302
r	0.00397029299169	0.00275629679319	0.0213805183095	0.513119337618	0.3283759959	0.117488130884	0.0129095085767
ù	0.0020374433639	0.00173373001106	0.0116622756698	0.385488489206	0.391987751967	0.193930146961	0.0131602301922
s	0.00124019395463	0.00132901975702	0.00592597228993	0.220716731069	0.447816870656	0.308866905654	0.0141043403974
t	0.00067647357821	0.000706407485673	0.00321735266331	0.123856608356	0.320943283552	0.509720448551	0.0408794564658
i	0.00120926535274	0.00294451597522	0.00343141695444	0.0862402427853	0.282623167851	0.57049511285	0.0530563134886
k	0.00132962944425	0.00358679618174	0.00336811666815	0.0537426960951	0.257317269284	0.63740962095	0.0432459131629
u	0.0109881906081	0.0198695815839	0.0133103644061	0.134577197198	0.169212189761	0.617812240317	0.0342302693876
</S>	0.0212663153041	0.037878752292	0.0247744952031	0.240664448599	0.13599077488	0.516124870158	0.0233003711938
