 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
a	0.66621649	0.235095517	0.006015909	0.00294303438	0.00187478403	0.00544531915	0.00030704812	0.00162629925	0.00582541875	0.074650191335
m	0.39616185	0.373084499	0.0626651963333	0.0600564655933	0.00122709929667	0.00439799798333	0.000493456033333	0.00300362885	0.0132012545833	0.0857085491117
e	0.154788841667	0.431795163	0.0873845251111	0.0789495203978	0.0175302459989	0.00585692882778	0.0551931015111	0.00840125271667	0.0207408255278	0.139359595037
s	0.0585186882223	0.436543091	0.121388318037	0.0746764753326	0.023475677933	0.0117263232759	0.0733008859037	0.0114681629056	0.0327651748426	0.156137237679
t	0.0289740594074	0.525066500333	0.214285272679	0.0784974727775	0.010404506911	0.0104733273253	0.0259117598679	0.00830259140187	0.0357862382809	0.062298291013
i	0.0139482754025	0.541217656778	0.342138800893	0.0372254730925	0.00575988330367	0.0038776221851	0.010658820256	0.00440891141062	0.019830656927	0.0209338949743
p	0.00902414973417	0.358372535593	0.450420340298	0.0627711688642	0.0117550114346	0.0100285762384	0.00443265401867	0.00939855964687	0.0750173074757	0.0087796935081
à	0.00729883284472	0.167888356531	0.596624286766	0.0863242396214	0.0183916498115	0.0121919918128	0.00191654340622	0.011141008149	0.0935271622919	0.00469591807603
s	0.00345725158157	0.0867220418437	0.694689775589	0.140126899874	0.0263921012705	0.0047544416376	0.00215044073541	0.00488054281633	0.0348120533973	0.00201444156534
t	0.00241701939386	0.0459755448146	0.526658491863	0.338845749958	0.0333068037568	0.00212297976253	0.0277373105785	0.00496633810544	0.0158012933658	0.00216844885511
a	0.00361420146462	0.0298001661382	0.375974370621	0.326293726653	0.183192943586	0.00808867983751	0.0444219001928	0.0132793130351	0.0133645318553	0.00197015838504
ì	0.00531958765487	0.0244597471794	0.23954825354	0.124876638551	0.444003794529	0.0903071739458	0.0253699910643	0.0253968890117	0.0189782999518	0.00173964309501
c	0.00494100168496	0.0103346795598	0.112448716513	0.0653093691837	0.58350515151	0.159676624649	0.00999379855477	0.0228337753372	0.0293715586506	0.001585347775
h	0.00257692781499	0.00408901474327	0.0700831595043	0.0461894920612	0.71413612717	0.105125217216	0.0163405077183	0.0131135461124	0.0268147068835	0.00153130496833
e	0.00139812705833	0.00231822973776	0.0285027746348	0.0197024828204	0.765987719057	0.122933348072	0.0293287345728	0.0129773693708	0.0153447516278	0.00150644667944
t	0.00686689935278	0.00177018468925	0.0122585868449	0.0375088440735	0.610291683019	0.170233569357	0.0345821491909	0.0168209977903	0.107529813209	0.00213726538315
e	0.00878502081759	0.00207397297308	0.0086523594483	0.0428648485112	0.52958488434	0.195176276452	0.0274610060636	0.0376284425968	0.142714594403	0.00505860579438
l	0.00948172597253	0.00210707395103	0.00608544024943	0.0171054369904	0.471474181447	0.316062502151	0.0279430733545	0.0473153235323	0.0920084181343	0.0104168232648
ì	0.00925737732418	0.000975262960343	0.00290106821648	0.00840565417347	0.434575500482	0.344338010717	0.0588657361182	0.0405202871774	0.0902680513781	0.00989306275493
s	0.00323446930473	0.000543517346781	0.00157333295883	0.00298978402116	0.549371013494	0.231457843572	0.108344968706	0.0360985487258	0.059773305126	0.00661324791831
o	0.00138415467491	0.00150495592559	0.00161798843961	0.00133925789372	0.430908272831	0.220618161191	0.172073222902	0.0976923292419	0.063430881042	0.00943076463944
n	0.00351876060164	0.00187804150853	0.00162525247987	0.00202856859791	0.185921829277	0.318554650397	0.242040504301	0.124674855081	0.109847183681	0.00991031954648
t	0.00428370220055	0.00107878053618	0.00150318855996	0.00232287844264	0.116242599759	0.261156768466	0.3977632481	0.0691938083603	0.10523292356	0.0412220838488
a	0.00267403973352	0.00289225161206	0.00260649885332	0.00167756142421	0.10564846992	0.161951897822	0.409437866033	0.15589071412	0.10424569352	0.0529749972829
à	0.00531260991117	0.00373070997069	0.00318744315111	0.0014275936914	0.0778466159733	0.203308995941	0.201750728544	0.291828001373	0.18812322784	0.023484062961
l	0.00539517015706	0.00184655924023	0.00201725683704	0.000804113150467	0.0439932829911	0.315693298647	0.112154782715	0.310664067124	0.191908152613	0.0155233098537
a	0.00221671753902	0.00271831943008	0.00196866286568	0.000609937240156	0.0277869946637	0.265737099549	0.136208794238	0.355821195708	0.172348964204	0.0345833342846
t	0.00622365214634	0.00317916716669	0.00251527378856	0.00241234653339	0.0163461122212	0.110521283183	0.179267281413	0.376356255236	0.261385831401	0.0417928164282
ù	0.00730593443211	0.00128077239056	0.00149066924452	0.0027390048278	0.00967552977373	0.0529739633443	0.139710544404	0.435807551745	0.328021460467	0.0209945473094
c	0.00255000794737	0.000461566121853	0.000565427563173	0.0009811437626	0.00456095415791	0.0202618291981	0.056285916068	0.585045950582	0.313906283489	0.0153809169365
h	0.00094341773679	0.000192877703951	0.000282028321058	0.000381385621867	0.00355479345264	0.0095577790327	0.030507395356	0.661099116861	0.258755791163	0.0347254016455
a	0.000766710746597	0.000565215351317	0.000438739720353	0.000549208738289	0.00564372001755	0.0147096938442	0.0219274751187	0.548448762287	0.368621153721	0.0383292838818
v	0.00582831641553	0.000742425483772	0.000701174353451	0.00235693877943	0.00586469407252	0.0161253845147	0.0242073793729	0.325020610762	0.505189474574	0.113963572961
à	0.00714608840851	0.000419431994591	0.000589288027817	0.00261819103648	0.00278616659084	0.0060665238049	0.0169751496576	0.204716576921	0.623988224858	0.134694335687
l	0.00247635908117	0.00023503993253	0.000301266222272	0.00095400287316	0.00138841218028	0.00259088999163	0.00675239135253	0.175299888974	0.611678151619	0.198323579929
o	0.00138728060206	0.00201235464518	0.000941593910424	0.000846117142053	0.00210513921009	0.00280408388721	0.0283297157175	0.164583616325	0.573740243873	0.22324981831
n	0.00182696230069	0.00262376503839	0.00122943701681	0.00107746944735	0.0032337504367	0.00299008769574	0.0369771715725	0.114917637775	0.680673777958	0.154449901103
t	0.00149722521356	0.00096890967613	0.00060714815227	0.00068838532245	0.0039591486789	0.00151243396525	0.0169628885242	0.103355144925	0.690225422653	0.180223297034
a	0.00198058431785	0.00138222449871	0.00112709481742	0.00153236014748	0.0072053597263	0.00526274388842	0.0477604411747	0.128905418308	0.658660424218	0.146183367678
</S>	0.00312029065893	0.00216999789936	0.00177790405871	0.00264843282374	0.00953357286315	0.00930070094421	0.0830890155874	0.134483219154	0.630861662109	0.123015196839
