 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.99616423	0.000823301305	5.490622265e-05	1.4889117e-05	0.0002420113393	0.000257014207	0.00100724036225	0.0014363950325
n	0.997332663333	0.000790717105	2.77736049833e-05	0.000428909263667	0.000159210785967	0.000228504153667	0.00040654491225	0.0006256432125
a	0.977460521111	0.00502379890167	0.000543336880661	0.0103915598212	0.00183278765866	0.00364043011122	0.00055331452075	0.0005542392175
v	0.80118719037	0.158322203301	0.00292290909355	0.0165757872737	0.00354919195289	0.00742156237041	0.00564470834025	0.00437644213917
o	0.447932751457	0.210758153434	0.0155107100312	0.0316560294246	0.0090389109843	0.0160809547901	0.0215621011134	0.247460384713
r	0.245722435152	0.212197886811	0.0250683150104	0.0495156244749	0.0226617679948	0.0302421022634	0.0630806117045	0.351511273238
à	0.180063281717	0.237997358937	0.0593266800035	0.263259982825	0.0226315023316	0.0268882804211	0.0631646150348	0.146668326979
s	0.0808008723057	0.121003987646	0.326080473334	0.342256624275	0.0168088881105	0.0191460104737	0.0247732031449	0.0691299512263
o	0.0405319125019	0.0523609013487	0.501310687778	0.256752391425	0.0296326157035	0.0562542188246	0.0182436670483	0.0449135857421
o	0.0896794241673	0.0202800932496	0.353126095926	0.375005813808	0.0453803419012	0.0726195612749	0.0145150225161	0.0293936065807
t	0.0976466997224	0.0094377542832	0.199119298642	0.577795287936	0.0440167123004	0.0418631847583	0.00854261850537	0.0215783896269
s	0.0379987970075	0.00477925196107	0.111038797881	0.776138482645	0.0314543397668	0.0233762329194	0.00632744133512	0.00888660510897
o	0.0348907244358	0.00383842918702	0.068068638627	0.625473304215	0.0970379505889	0.0997233363065	0.0294700171117	0.041497593503
m	0.0334203669453	0.00399935919567	0.0385593945423	0.573545524738	0.131546638863	0.126463250269	0.0397596350372	0.0527058631343
ì	0.0121093654151	0.00273823013189	0.0200658591808	0.493824765079	0.244049888288	0.188109194923	0.0206894230124	0.0184132582448
k	0.00476388630837	0.00164216541063	0.0189005683936	0.17851321186	0.489838162763	0.258467698308	0.0409133863375	0.00696087581493
u	0.00962242497279	0.00228116470354	0.0208535081312	0.07342282862	0.450368444254	0.358264376103	0.0790463854458	0.00614085510498
à	0.0625133709909	0.00253330413451	0.0129335195771	0.02930127264	0.238513404751	0.522884275368	0.120279711815	0.0110411567017
i	0.0765645186636	0.00126775778484	0.00528779099903	0.0121703267467	0.124628206917	0.465575615123	0.254042320605	0.0604634919006
k	0.0322375418879	0.00105612883495	0.00226146520634	0.00655335311557	0.082445197639	0.393058285041	0.408676670202	0.0737113656335
u	0.0584606646293	0.00148018297832	0.00210596400211	0.00629183397186	0.093314379213	0.44597773168	0.355935643401	0.0364336018778
à	0.0896717582098	0.00168705659277	0.00302394746737	0.00669308139062	0.0821928487377	0.384294983893	0.402117454467	0.0303188886259
i	0.0572768707366	0.00137706873092	0.00248743285579	0.00500166789687	0.0406470280792	0.200480456298	0.663056028156	0.0296734658753
m	0.0218109231855	0.00110013657697	0.0012307346686	0.00286462433229	0.0229339261931	0.106010738433	0.821755386052	0.0222935676251
è	0.0145322060018	0.00488683529232	0.00249951323953	0.00222038321076	0.0287007670644	0.114526767478	0.816257128684	0.016376413875
r	0.0121919687339	0.00605857196411	0.00284569779984	0.00131322520359	0.0271268201548	0.105585208493	0.829846242895	0.0150322529583
i	0.078485562978	0.010742294188	0.0231399917866	0.0063769826012	0.0396989435183	0.108340618831	0.701271114298	0.0319444769861
</S>	0.150535806489	0.017911025594	0.0446279208933	0.0118733768006	0.0620970617592	0.151983709415	0.507981257149	0.052989798493
