 	ora	che	loro	non	vengono	più	</S>
à	0.99290487	0.00450171865	0.0015916739	0.00011631894	0.000180396241	0.00025013307	0.000454904468
r	0.970670053333	0.0227920824833	0.0046063434	0.00015022294	0.000370515101	0.00106232938333	0.000348505888
t	0.640734924778	0.117627150828	0.0227709039667	0.15596654947	0.0404270440337	0.0169533113611	0.005520117406
e	0.225903246593	0.421941090276	0.0565107269889	0.20921136949	0.0575300563446	0.021728932187	0.007174523482
k	0.111415656864	0.620965713425	0.121054178996	0.0731408139633	0.0262120661149	0.0424537624623	0.00475780360733
a	0.071428160388	0.569057587808	0.237852419665	0.0327917971211	0.0319654590383	0.0506433376208	0.00626130396911
c	0.0268252182293	0.384440704936	0.477543263222	0.0202035320404	0.0343114580128	0.0512939513403	0.00538189082304
ì	0.0110588266331	0.165612317312	0.736601641074	0.0159640373468	0.0178032510043	0.0502348946134	0.00272498293768
n	0.0038041783677	0.095448729104	0.784909087025	0.0728764641156	0.0174276283348	0.0215157003711	0.00401815747589
i	0.0018006140559	0.0765223430347	0.529376787008	0.0939267097052	0.241025000778	0.049168255457	0.0081802508253
e	0.00632822901863	0.0832137576782	0.290931657003	0.0734940149017	0.403572100259	0.0640520461523	0.0784081776084
n	0.0105092043395	0.0709371878927	0.214394970334	0.0646187049672	0.358297550086	0.178682254384	0.102560107869
è	0.00710467817983	0.0360870422976	0.143658824778	0.0326186063224	0.508760600029	0.229726816128	0.0420434109563
r	0.00288820484661	0.0172998609325	0.0857298395927	0.0211243121075	0.69201682001	0.159191253376	0.0217496996521
k	0.0010508432122	0.0068610417775	0.0351459591976	0.105240486036	0.60930530667	0.180660381125	0.0617359662174
o	0.0004284800874	0.0044370058925	0.0167085093992	0.130865683012	0.595763232223	0.176853227042	0.0749437904058
t	0.0002598306758	0.0029060503875	0.00719880317973	0.0508857056707	0.546064847408	0.360436609014	0.0322480948019
t	0.000167016736933	0.00189968748583	0.00459198777324	0.0573051022236	0.442649725803	0.421977859671	0.071408617934
e	0.000280719873978	0.00444289442861	0.00679480792441	0.0660902157412	0.481266041934	0.353494243224	0.087631076978
p	0.000325232732659	0.0045043086262	0.00566674456147	0.0336415291471	0.315754699645	0.599195147741	0.040912361326
l	0.000162489407553	0.00209963945873	0.00263383654049	0.0175737786157	0.142754578882	0.78174956258	0.0530261651087
è	0.000144755524518	0.00147288662958	0.00211714298016	0.0134247648719	0.109759389627	0.81521512086	0.0578659567029
o	0.00928747555151	0.0217797795865	0.0337231983601	0.017753752624	0.149065346542	0.741416440287	0.026973989801
</S>	0.0184134027758	0.0425188897932	0.06553903418	0.025717879812	0.192572558271	0.639773070144	0.0154651487505
