 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.52084868	0.196060444	0.003880364575	0.0087475367	0.016531532125	0.009252882325	0.00206777329	0.12295789415	0.119652956035
g	0.1982554812	0.512881158	0.004031960025	0.00842401956667	0.0171311711083	0.00937922591833	0.00213464025333	0.124576218383	0.123186149345
e	0.0688687576667	0.789850636	0.00753915784167	0.00380208652222	0.00697946296943	0.0221297297828	0.00423962580778	0.045666507461	0.0509240447817
n	0.0252768148022	0.887909778667	0.00860906896056	0.00261362504074	0.00308280012314	0.0262341876949	0.00486139957459	0.0177662922537	0.0236460163272
i	0.0114849534474	0.950045439556	0.00547805700019	0.00202025661358	0.00156517363105	0.0107033592323	0.00237769949686	0.00648543176457	0.00983961577573
t	0.0069337584158	0.956255009852	0.00516873276673	0.0134183276045	0.00231005626702	0.00553695191577	0.00155708083895	0.00342652483486	0.00539356045858
ò	0.0043310188386	0.951473869951	0.0139380140222	0.0195606658682	0.00319670722234	0.00216535581026	0.00062953751965	0.00221028171829	0.00249457629286
r	0.00481788957953	0.849390173317	0.105980434674	0.0172704859561	0.00520288380745	0.00245692440342	0.00159945013988	0.00394334301276	0.00933846130429
u	0.0203022553932	0.531527781106	0.139458756558	0.158430948319	0.103947305936	0.00882121570114	0.00544137311329	0.0150113310043	0.0170590307681
e	0.0412496274644	0.252866840369	0.0642816995193	0.242765902773	0.155527437312	0.091829153567	0.0265192210378	0.0236776800014	0.101282418923
n	0.0324423246548	0.146173924456	0.0253469837964	0.367885754258	0.138547921104	0.113556413389	0.0300985870793	0.0195205673338	0.126427534741
è	0.0219559797183	0.0920058158187	0.0178627595555	0.490465021419	0.193242117035	0.0734395233297	0.0190139860931	0.0269936764446	0.0650211550137
n	0.0171662206194	0.0564549524729	0.0157152431852	0.375248413806	0.373683382345	0.0634013291099	0.0166265971644	0.0356976524815	0.0460062160046
u	0.0135504372531	0.0246893733576	0.0240284510617	0.255383724602	0.527811640782	0.0315501000366	0.0157315218548	0.0493264538272	0.0579282780015
s	0.012580317651	0.0150208877859	0.0265630757872	0.152466034867	0.644407866927	0.0212965986789	0.0158298082849	0.0530668259424	0.0587685701672
a	0.0114475154503	0.0226374739286	0.0325816553624	0.113712093289	0.654685408976	0.021199429893	0.0201203907616	0.0621002399808	0.0615157642224
l	0.0113702319501	0.0251964285095	0.0349396439875	0.0885282980963	0.595175822992	0.028802362631	0.0303777269205	0.11914504666	0.0664644400741
l	0.00641599455003	0.0138815862032	0.0252760331958	0.0524324733654	0.545825994331	0.0689049695437	0.0480187239735	0.19221608222	0.0470281740247
i	0.00633433248334	0.00981586856773	0.0565160887319	0.0395128471218	0.32247246811	0.0769993921812	0.0822534696578	0.312231377407	0.0938641733416
m	0.00518157292778	0.00568126778924	0.0570567114106	0.0241946720406	0.14029775937	0.0460960287271	0.276821133219	0.347785259136	0.0968856374472
o	0.00931666854259	0.0211969938631	0.0327841373035	0.0267836076802	0.08534890979	0.0304603500424	0.308518419073	0.440334659712	0.0452562848157
n	0.0100619493809	0.025920011321	0.0234513156012	0.0271981827267	0.0594974695967	0.0132970148141	0.133288787691	0.680857506571	0.0264277842719
ì	0.0035898982223	0.009652178607	0.0104337117004	0.0119496070756	0.0292698728656	0.00647805439137	0.0706632864637	0.841404388857	0.0165590145573
s	0.00124782895777	0.004211135169	0.00443933711013	0.0060438453252	0.0173408054219	0.00356071845046	0.0393439583879	0.914557642952	0.00925469265243
o	0.00135120167426	0.00437871755633	0.0284535859134	0.0256457587417	0.0463857079406	0.0143482786835	0.0340227731293	0.836155894317	0.00925805688414
m	0.00138096426609	0.00410772689944	0.0367808627045	0.0319325492139	0.0550861464135	0.0177646458945	0.0495175907098	0.784693098106	0.0187364179614
e	0.00213523676336	0.0114435236805	0.0227698886348	0.0467406397046	0.0829235409045	0.0084081551315	0.0486332053699	0.758981852702	0.0179639595871
m	0.00243147759445	0.0139190260735	0.0192715022116	0.0517445213215	0.0922631803882	0.00827052454383	0.06312827859	0.719598720901	0.029372759129
a	0.00159148857148	0.0089001302045	0.0123719807372	0.0311932501938	0.0561456782161	0.00874784841461	0.0684312231967	0.779637323634	0.032981071543
i	0.00180357619049	0.00894964886817	0.0490785485791	0.0426336323979	0.0679964274054	0.0096382160382	0.0316196207322	0.773394641211	0.0148856970143
</S>	0.00172015254524	0.00712147463409	0.0855977172895	0.048948564699	0.0700903187027	0.0118355690191	0.0271871543661	0.734722370605	0.0127766855072
