 	ho	rotto	una	bottiglia	</S>
è	0.97667473	0.02005053985	0.00053664076	0.00069956092	0.0020385105
g	0.94082951	0.0532340416167	0.000902962076667	0.00227488114	0.00275859733333
l	0.666200326667	0.291055070539	0.00296582265889	0.0368282590467	0.00295054117778
a	0.288690127222	0.650865336846	0.0108363594196	0.0476118048156	0.00199632493593
s	0.107805960174	0.845958345615	0.0162170804732	0.0265848587385	0.00343366652198
a	0.086049726158	0.838732615205	0.0445831764911	0.0253364945795	0.00529793650733
m	0.0793290857193	0.722876548402	0.0944009621637	0.0691732265265	0.0342201508358
i	0.0567720489064	0.488530659467	0.232119600721	0.130962255509	0.0916153969453
a	0.0638788206355	0.247206133156	0.498068166907	0.10307543217	0.0877714389818
b	0.0416060082118	0.140500075719	0.723183078969	0.0569885297233	0.0377223122273
u	0.0346095747373	0.0837617192397	0.801998869656	0.0537243219078	0.0259055066424
t	0.0291835412458	0.0473202094132	0.733090426552	0.165090530636	0.0253153102141
t	0.0132631527486	0.0290190268044	0.589621092184	0.344424753545	0.023671978738
ì	0.0113053162495	0.0259705076015	0.535400754061	0.404127261182	0.023196152246
g	0.0081023887165	0.0150999936672	0.488792474687	0.463814417061	0.0241907207487
l	0.00371181457217	0.00707967758907	0.317233586896	0.463554972354	0.208419931583
i	0.0332932175574	0.0451235514297	0.314319710965	0.332581200785	0.274682297194
a	0.174084189186	0.13506791881	0.363260323655	0.199333098262	0.128254465731
</S>	0.284382744593	0.185368609405	0.308029411827	0.129284801131	0.0929344528655
